season,week,team,season_type,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,total_off_points,total_def_points,extra_point,field_goal,kickoff,no_play,pass_snaps,punt,qb_kneel,qb_spike,rush_snaps,defense_snaps,st_snaps,rush_pct,pass_pct,home_win,home_loss,home_tie,away_win,away_loss,away_tie,win,loss,tie,record,win_pct,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,average_defensive_two_point_attempt,average_defensive_two_point_conv,average_defensive_extra_point_attempt,average_defensive_extra_point_conv
2021,1,ARI,REG,0,1,2,2,2,0,0,44,7,4,6,10,0,0,0,0,0,13,0,2,1,7,3,42,3,0,0,22,64,13,0.34,0.66,0,0,0,1,0,0,1,0,0,'1-0-0,1,0,1,2,2,2,0,0,44,7,4,6,10,0,0,0,0,0
2021,2,ARI,REG,0,0,2,0,2,0,1,43,8,3,1,4,0,0,0,0,0,27,0,4,3,6,4,33,5,0,0,27,60,18,0.45,0.55,1,0,0,0,0,0,2,0,0,'2-0-0,1,0,0.5,2,1,2,0,0.5,43.5,7.5,3.5,3.5,7,0,0,0,0,0
2021,3,ARI,REG,0,2,5,2,3,2,1,41,14,2,3,7,1,0,0,0,0,14,6,3,0,6,3,36,6,0,1,29,66,15,0.44,0.55,0,0,0,1,0,0,3,0,0,'3-0-0,1,0,1,3,1.333333333,2.333333333,0.666666667,0.666666667,42.66666667,9.666666667,3,3.333333333,7,0.333333333,0,0,0,0
2021,4,ARI,REG,0,1,1,1,1,0,0,37,10,3,0,5,0,0,0,0,0,20,0,2,3,8,6,41,1,1,0,22,64,14,0.34,0.64,0,0,0,1,0,0,4,0,0,'4-0-0,1,0,1,2.5,1.25,2,0.5,0.5,41.25,9.75,3,2.5,6.5,0.25,0,0,0,0
2021,5,ARI,REG,0,1,0,0,0,0,0,37,9,4,2,7,0,0,0,0,0,10,0,1,1,4,8,31,2,0,0,28,59,8,0.47,0.53,1,0,0,0,0,0,5,0,0,'5-0-0,1,0,1,2,1,1.6,0.4,0.4,40.4,9.6,3.2,2.4,6.6,0.2,0,0,0,0
2021,6,ARI,REG,0,1,2,2,2,0,0,34,12,5,5,6,0,0,0,0,0,14,0,2,0,8,4,36,2,0,0,19,55,12,0.35,0.65,0,0,0,1,0,0,6,0,0,'6-0-0,1,0,1,2,1.166666667,1.666666667,0.333333333,0.333333333,39.33333333,10,3.5,2.833333333,6.5,0.166666667,0,0,0,0
2021,7,ARI,REG,0,0,1,1,1,0,0,32,10,5,2,5,0,0,0,0,0,3,0,0,1,7,7,34,7,0,0,15,49,15,0.31,0.69,1,0,0,0,0,0,7,0,0,'7-0-0,1,0,0.857142857,1.857142857,1.142857143,1.571428571,0.285714286,0.285714286,38.28571429,10,3.714285714,2.714285714,6.285714286,0.142857143,0,0,0,0
2021,8,ARI,REG,0,0,2,1,1,1,1,36,19,4,1,4,0,0,0,0,0,24,0,3,1,4,3,38,3,1,0,33,72,11,0.46,0.53,0,1,0,0,0,0,7,1,0,'7-1-0,0.875,0,0.75,1.875,1.125,1.5,0.375,0.375,38,11.125,3.75,2.5,6,0.125,0,0,0,0
2021,9,ARI,REG,0,1,2,2,2,0,0,31,15,3,5,8,0,0,0,0,0,17,0,2,1,6,3,45,4,0,0,11,56,13,0.2,0.8,0,0,0,1,0,0,8,1,0,'8-1-0,0.889,0,0.777777778,1.888888889,1.222222222,1.555555556,0.333333333,0.333333333,37.22222222,11.55555556,3.666666667,2.777777778,6.222222222,0.111111111,0,0,0,0
2021,10,ARI,REG,0,1,2,1,0,2,0,46,18,9,0,3,0,0,0,0,0,34,0,2,4,3,5,33,3,0,1,37,71,12,0.52,0.46,0,1,0,0,0,0,8,2,0,'8-2-0,0.8,0,0.8,1.9,1.2,1.4,0.5,0.3,38.1,12.2,4.2,2.5,5.9,0.1,0,0,0,0
2021,11,ARI,REG,0,0,2,0,1,1,0,24,14,6,4,6,0,0,0,0,0,13,0,1,2,5,0,30,5,0,0,19,49,13,0.39,0.61,0,0,0,1,0,0,9,2,0,'9-2-0,0.818,0,0.727272727,1.909090909,1.090909091,1.363636364,0.545454545,0.272727273,36.81818182,12.36363636,4.363636364,2.636363636,5.909090909,0.090909091,0,0,0,0
2021,13,ARI,REG,0,4,2,0,0,2,0,45,15,2,3,5,0,0,0,0,0,22,0,2,0,7,8,45,2,0,0,27,72,11,0.38,0.62,0,0,0,1,0,0,10,2,0,'10-2-0,0.833,0,1,1.916666667,1,1.25,0.666666667,0.25,37.5,12.58333333,4.166666667,2.666666667,5.833333333,0.083333333,0,0,0,0
2021,14,ARI,REG,0,0,1,0,1,0,0,30,13,7,3,4,0,0,0,0,0,30,0,3,3,5,5,33,3,0,0,21,54,14,0.39,0.61,0,1,0,0,0,0,10,3,0,'10-3-0,0.769,0,0.923076923,1.846153846,0.923076923,1.230769231,0.615384615,0.230769231,36.92307692,12.61538462,4.384615385,2.692307692,5.692307692,0.076923077,0,0,0,0
2021,15,ARI,REG,0,0,1,1,1,0,0,43,13,6,2,5,0,0,0,0,0,30,0,3,3,4,6,28,3,0,0,34,62,13,0.55,0.45,0,0,0,0,1,0,10,4,0,'10-4-0,0.714,0,0.857142857,1.785714286,0.928571429,1.214285714,0.571428571,0.214285714,37.35714286,12.64285714,4.5,2.642857143,5.642857143,0.071428571,0,0,0,0
2021,16,ARI,REG,0,0,0,0,0,0,0,35,17,6,2,7,0,0,0,0,0,20,0,2,3,5,10,30,3,1,0,32,63,13,0.51,0.48,0,1,0,0,0,0,10,5,0,'10-5-0,0.667,0,0.8,1.666666667,0.866666667,1.133333333,0.533333333,0.2,37.2,12.93333333,4.6,2.6,5.733333333,0.066666667,0,0,0,0
2021,17,ARI,REG,0,0,3,1,2,1,0,36,9,2,1,6,0,0,0,0,0,22,0,2,1,6,8,41,4,0,0,17,58,13,0.29,0.71,0,0,0,1,0,0,11,5,0,'11-5-0,0.688,0,0.75,1.75,0.875,1.1875,0.5625,0.1875,37.125,12.6875,4.4375,2.5,5.75,0.0625,0,0,0,0
2021,18,ARI,REG,0,1,1,1,1,0,0,31,10,4,1,7,1,0,0,0,0,39,6,5,1,7,1,27,2,1,0,29,57,15,0.51,0.47,0,1,0,0,0,0,11,6,0,'11-6-0,0.647,0,0.764705882,1.705882353,0.882352941,1.176470588,0.529411765,0.176470588,36.76470588,12.52941176,4.411764706,2.411764706,5.823529412,0.117647059,0,0,0,0
2021,1,ATL,REG,0,0,2,0,0,2,0,42,16,0,1,2,0,0,0,0,0,32,0,3,1,3,9,35,4,0,1,32,68,11,0.47,0.51,0,1,0,0,0,0,0,1,0,'0-1-0,0,0,0,2,0,0,2,0,42,16,0,1,2,0,0,0,0,0
2021,2,ATL,REG,0,0,2,1,2,0,1,30,15,1,3,6,0,0,0,0,0,36,0,7,0,4,5,39,4,3,0,18,60,15,0.3,0.65,0,0,0,0,1,0,0,2,0,'0-2-0,0,0,0,2,0.5,1,1,0.5,36,15.5,0.5,2,4,0,0,0,0,0
2021,3,ATL,REG,0,0,3,1,2,1,0,40,13,3,2,5,0,0,0,0,0,14,0,0,2,3,6,37,5,1,0,27,65,10,0.42,0.57,0,0,0,1,0,0,1,2,0,'1-2-0,0.333,0,0,2.333333333,0.666666667,1.333333333,1,0.333333333,37.33333333,14.66666667,1.333333333,2,4.333333333,0,0,0,0,0
2021,4,ATL,REG,0,0,0,0,0,0,0,33,18,4,1,4,0,0,0,0,0,34,0,3,1,6,6,35,2,1,0,28,64,12,0.44,0.55,0,1,0,0,0,0,1,3,0,'1-3-0,0.25,0,0,1.75,0.5,1,0.75,0.25,36.25,15.5,2,1.75,4.25,0,0,0,0,0
2021,5,ATL,REG,0,1,1,0,1,0,0,35,7,2,2,5,0,0,0,0,0,20,0,1,2,5,3,35,4,0,0,18,53,12,0.34,0.66,1,0,0,0,0,0,2,3,0,'2-3-0,0.4,0,0.2,1.6,0.4,1,0.6,0.2,36,13.8,2,1.8,4.4,0,0,0,0,0
2021,7,ATL,REG,0,2,0,0,0,0,0,43,19,6,1,3,0,0,0,0,0,28,0,4,1,6,4,41,3,0,0,29,70,14,0.41,0.59,0,0,0,1,0,0,3,3,0,'3-3-0,0.5,0,0.5,1.333333333,0.333333333,0.833333333,0.5,0.166666667,37.16666667,14.66666667,2.666666667,1.666666667,4.166666667,0,0,0,0,0
2021,8,ATL,REG,0,0,1,1,1,0,0,42,18,9,0,3,0,0,0,0,0,19,0,1,4,4,5,25,4,1,0,46,72,13,0.64,0.35,0,1,0,0,0,0,3,4,0,'3-4-0,0.429,0,0.428571429,1.285714286,0.428571429,0.857142857,0.428571429,0.142857143,37.85714286,15.14285714,3.571428571,1.428571429,4,0,0,0,0,0
2021,9,ATL,REG,0,0,1,1,1,0,0,42,13,1,1,5,0,0,0,0,0,25,0,1,2,5,9,45,3,0,0,26,71,11,0.37,0.63,0,0,0,1,0,0,4,4,0,'4-4-0,0.5,0,0.375,1.25,0.5,0.875,0.375,0.125,38.375,14.875,3.25,1.375,4.125,0,0,0,0,0
2021,10,ATL,REG,0,0,1,1,1,0,0,42,19,3,0,2,0,0,0,0,0,37,0,5,0,2,7,35,4,3,0,35,73,11,0.48,0.48,0,0,0,0,1,0,4,5,0,'4-5-0,0.444,0,0.333333333,1.222222222,0.555555556,0.888888889,0.333333333,0.111111111,38.77777778,15.33333333,3.222222222,1.222222222,3.888888889,0,0,0,0,0
2021,11,ATL,REG,0,1,0,0,0,0,0,31,23,5,3,4,0,0,0,0,0,19,0,2,4,1,5,29,4,2,0,28,59,11,0.47,0.49,0,1,0,0,0,0,4,6,0,'4-6-0,0.4,0,0.4,1.1,0.5,0.8,0.3,0.1,38,16.1,3.4,1.4,3.9,0,0,0,0,0
2021,12,ATL,REG,0,1,2,1,2,0,0,40,15,6,1,6,0,0,0,0,0,14,0,0,2,4,3,44,3,0,0,28,72,9,0.39,0.61,0,0,0,1,0,0,5,6,0,'5-6-0,0.455,0,0.454545455,1.181818182,0.545454545,0.909090909,0.272727273,0.090909091,38.18181818,16,3.636363636,1.363636364,4.090909091,0,0,0,0,0
2021,13,ATL,REG,0,1,1,0,1,0,0,32,18,9,0,1,1,0,0,0,0,31,6,4,1,4,2,51,3,1,0,16,68,12,0.24,0.75,0,1,0,0,0,0,5,7,0,'5-7-0,0.417,0,0.5,1.166666667,0.5,0.916666667,0.25,0.083333333,37.66666667,16.16666667,4.083333333,1.25,3.833333333,0.083333333,0,0,0,0
2021,14,ATL,REG,0,2,3,1,0,3,0,34,12,5,1,4,1,0,0,0,0,22,6,3,0,7,4,36,2,0,0,26,62,12,0.42,0.58,0,0,0,1,0,0,6,7,0,'6-7-0,0.462,0,0.615384615,1.307692308,0.538461538,0.846153846,0.461538462,0.076923077,37.38461538,15.84615385,4.153846154,1.230769231,3.846153846,0.153846154,0,0,0,0
2021,15,ATL,REG,0,0,2,1,1,1,0,34,14,5,0,3,0,0,0,0,0,31,0,4,1,4,2,24,4,0,0,32,56,13,0.57,0.43,0,0,0,0,1,0,6,8,0,'6-8-0,0.429,0,0.571428571,1.357142857,0.571428571,0.857142857,0.5,0.071428571,37.14285714,15.71428571,4.214285714,1.142857143,3.785714286,0.142857143,0,0,0,0
2021,16,ATL,REG,0,1,0,0,0,0,0,34,23,10,0,2,0,0,0,0,0,16,0,1,3,5,7,35,2,0,0,33,68,11,0.49,0.51,1,0,0,0,0,0,7,8,0,'7-8-0,0.467,0,0.6,1.266666667,0.533333333,0.8,0.466666667,0.066666667,36.93333333,16.2,4.6,1.066666667,3.666666667,0.133333333,0,0,0,0
2021,17,ATL,REG,0,3,0,0,0,0,0,31,22,15,1,3,0,0,0,0,0,29,0,3,0,3,4,28,0,3,0,41,72,6,0.57,0.39,0,0,0,0,1,0,7,9,0,'7-9-0,0.438,0,0.75,1.1875,0.5,0.75,0.4375,0.0625,36.5625,16.5625,5.25,1.0625,3.625,0.125,0,0,0,0
2021,18,ATL,REG,0,0,1,0,0,1,0,41,21,7,1,0,0,0,0,0,0,30,0,3,4,5,3,25,2,1,0,45,71,14,0.63,0.35,0,1,0,0,0,0,7,10,0,'7-10-0,0.412,0,0.705882353,1.176470588,0.470588235,0.705882353,0.470588235,0.058823529,36.82352941,16.82352941,5.352941176,1.058823529,3.411764706,0.117647059,0,0,0,0
2021,1,BAL,REG,0,1,2,0,0,2,0,46,12,1,3,7,0,0,0,0,0,33,0,3,2,7,11,57,6,0,2,21,80,18,0.26,0.71,0,0,0,0,1,0,0,1,0,'0-1-0,0,0,1,2,0,0,2,0,46,12,1,3,7,0,0,0,0,0
2021,2,BAL,REG,0,1,2,1,1,1,0,37,7,3,0,3,0,0,0,0,0,29,0,5,0,7,2,31,3,0,0,18,49,15,0.37,0.63,1,0,0,0,0,0,1,1,0,'1-1-0,0.5,0,1,2,0.5,0.5,1.5,0,41.5,9.5,2,1.5,5,0,0,0,0,0
2021,3,BAL,REG,0,0,0,0,0,0,0,38,13,7,2,6,0,0,0,0,0,17,0,2,1,5,7,33,6,0,0,27,60,14,0.45,0.55,0,0,0,1,0,0,2,1,0,'2-1-0,0.667,0,0.666666667,1.333333333,0.333333333,0.333333333,1,0,40.33333333,10.66666667,3.666666667,1.666666667,5.333333333,0,0,0,0,0
2021,4,BAL,REG,0,1,0,0,0,0,0,33,12,2,5,11,0,0,0,0,0,7,0,1,0,5,4,42,10,0,0,17,59,16,0.29,0.71,0,0,0,1,0,0,3,1,0,'3-1-0,0.75,0,0.75,1,0.25,0.25,0.75,0,38.5,11,3.25,2.5,6.75,0,0,0,0,0
2021,5,BAL,REG,0,0,1,1,1,0,0,34,19,4,2,7,0,1,0,0,0,25,0,2,4,5,7,38,2,0,0,26,64,13,0.41,0.59,1,0,0,0,0,0,4,1,0,'4-1-0,0.8,0,0.6,1,0.4,0.4,0.6,0,37.6,12.6,3.4,2.4,6.8,0,0.2,0,0,0
2021,6,BAL,REG,0,1,0,0,0,0,0,32,12,2,2,4,0,0,0,0,0,6,0,1,0,7,3,41,5,0,0,12,53,13,0.23,0.77,1,0,0,0,0,0,5,1,0,'5-1-0,0.833,0,0.666666667,0.833333333,0.333333333,0.333333333,0.5,0,36.66666667,12.5,3.166666667,2.333333333,6.333333333,0,0.166666667,0,0,0
2021,7,BAL,REG,0,1,1,0,1,0,1,32,13,3,1,6,0,0,0,0,0,41,0,5,2,4,1,38,4,0,1,24,63,15,0.38,0.6,0,1,0,0,0,0,5,2,0,'5-2-0,0.714,0,0.714285714,0.857142857,0.285714286,0.428571429,0.428571429,0.142857143,36,12.57142857,3.142857143,2.142857143,6.285714286,0,0.142857143,0,0,0
2021,9,BAL,REG,0,0,0,0,0,0,0,28,12,6,0,6,0,0,0,0,0,31,0,4,1,6,4,28,5,0,0,24,52,16,0.46,0.54,1,0,0,0,0,0,6,2,0,'6-2-0,0.75,0,0.625,0.75,0.25,0.375,0.375,0.125,35,12.5,3.5,1.875,6.25,0,0.125,0,0,0
2021,10,BAL,REG,0,0,2,0,2,0,0,34,9,4,4,13,0,0,0,0,0,16,0,1,3,3,10,41,8,2,0,20,63,15,0.32,0.65,0,0,0,0,1,0,6,3,0,'6-3-0,0.667,0,0.555555556,0.888888889,0.222222222,0.555555556,0.333333333,0.111111111,34.88888889,12.11111111,3.555555556,2.111111111,7,0,0.111111111,0,0,0
2021,11,BAL,REG,0,0,1,1,1,0,0,30,8,2,3,7,0,0,0,0,0,13,0,1,1,5,5,38,5,0,0,20,58,12,0.34,0.66,0,0,0,1,0,0,7,3,0,'7-3-0,0.7,0,0.5,0.9,0.3,0.6,0.3,0.1,34.4,11.7,3.4,2.2,7,0,0.1,0,0,0
2021,12,BAL,REG,0,0,2,2,1,1,0,30,10,5,3,5,0,0,0,0,0,10,0,1,2,5,3,40,6,0,0,17,57,14,0.3,0.7,1,0,0,0,0,0,8,3,0,'8-3-0,0.727,0,0.454545455,1,0.454545455,0.636363636,0.363636364,0.090909091,34,11.54545455,3.545454545,2.272727273,6.818181818,0,0.090909091,0,0,0
2021,13,BAL,REG,0,0,0,0,0,0,0,30,19,9,1,3,0,0,0,0,0,20,0,1,2,5,2,33,5,1,0,24,58,13,0.41,0.57,0,0,0,0,1,0,8,4,0,'8-4-0,0.667,0,0.416666667,0.916666667,0.416666667,0.583333333,0.333333333,0.083333333,33.66666667,12.16666667,4,2.166666667,6.5,0,0.083333333,0,0,0
2021,14,BAL,REG,0,1,0,0,0,0,0,38,13,5,0,1,0,0,0,0,0,18,0,3,2,6,5,32,5,2,0,27,61,16,0.44,0.52,0,0,0,0,1,0,8,5,0,'8-5-0,0.615,0,0.461538462,0.846153846,0.384615385,0.538461538,0.307692308,0.076923077,34,12.23076923,4.076923077,2,6.076923077,0,0.076923077,0,0,0
2021,15,BAL,REG,0,0,0,0,0,0,0,35,14,5,3,3,0,0,0,0,0,31,0,4,1,6,6,34,3,2,0,23,59,14,0.39,0.58,0,1,0,0,0,0,8,6,0,'8-6-0,0.571,0,0.428571429,0.785714286,0.357142857,0.5,0.285714286,0.071428571,34.07142857,12.35714286,4.142857143,2.071428571,5.857142857,0,0.071428571,0,0,0
2021,16,BAL,REG,0,0,0,0,0,0,0,40,17,2,3,6,0,0,0,0,0,41,0,5,3,4,7,49,0,1,0,20,70,12,0.29,0.7,0,0,0,0,1,0,8,7,0,'8-7-0,0.533,0,0.4,0.733333333,0.333333333,0.466666667,0.266666667,0.066666667,34.46666667,12.66666667,4,2.133333333,5.866666667,0,0.066666667,0,0,0
2021,17,BAL,REG,0,2,1,1,1,0,0,34,11,5,1,4,1,0,0,0,0,21,6,2,1,6,2,37,2,1,0,19,57,11,0.33,0.65,0,1,0,0,0,0,8,8,0,'8-8-0,0.5,0,0.5,0.75,0.375,0.5,0.25,0.0625,34.4375,12.5625,4.0625,2.0625,5.75,0.0625,0.0625,0,0,0
2021,18,BAL,REG,0,1,0,0,0,0,0,44,17,5,1,2,0,0,0,0,0,16,0,1,3,4,4,45,8,3,0,27,75,16,0.36,0.6,0,1,0,0,0,0,8,9,0,'8-9-0,0.471,0,0.529411765,0.705882353,0.352941176,0.470588235,0.235294118,0.058823529,35,12.82352941,4.117647059,2,5.529411765,0.058823529,0.058823529,0,0,0
2021,1,BUF,REG,0,0,1,0,1,0,0,31,7,5,2,6,0,0,0,0,0,17,0,2,3,5,5,34,5,3,0,18,55,15,0.33,0.62,0,1,0,0,0,0,0,1,0,'0-1-0,0,0,0,1,0,1,0,0,31,7,5,2,6,0,0,0,0,0
2021,2,BUF,REG,0,1,1,1,1,0,0,41,13,3,6,11,0,0,0,0,0,,,0,0,6,6,50,5,1,0,19,70,11,0.27,0.71,0,0,0,1,0,0,1,1,0,'1-1-0,0.5,0,0.5,1,0.5,1,0,0,36,10,4,4,8.5,0,0,0,0,0
2021,3,BUF,REG,0,2,2,1,1,1,0,30,12,8,1,2,0,0,0,0,0,21,0,3,0,8,4,25,5,0,0,25,50,16,0.5,0.5,1,0,0,0,0,0,2,1,0,'2-1-0,0.667,0,1,1.333333333,0.666666667,1,0.333333333,0,34,10.66666667,5.333333333,3,6.333333333,0,0,0,0,0
2021,4,BUF,REG,0,4,2,1,1,1,0,33,9,7,3,3,0,0,0,0,0,,,0,0,9,5,24,5,0,0,18,42,14,0.43,0.57,1,0,0,0,0,0,3,1,0,'3-1-0,0.75,0,1.75,1.5,0.75,1,0.5,0,33.75,10.25,5.75,3,5.5,0,0,0,0,0
2021,5,BUF,REG,0,2,2,2,1,1,0,47,12,5,2,7,1,0,0,0,0,21,6,2,2,7,11,56,2,0,0,23,79,13,0.29,0.71,0,0,0,1,0,0,4,1,0,'4-1-0,0.8,0,1.8,1.6,1,1,0.6,0,36.4,10.6,5.6,2.8,5.8,0.2,0,0,0,0
2021,6,BUF,REG,0,1,0,0,0,0,0,34,10,7,0,3,0,0,0,0,0,34,0,4,2,7,4,29,2,1,0,21,51,15,0.41,0.57,0,0,0,0,1,0,4,2,0,'4-2-0,0.667,0,1.666666667,1.333333333,0.833333333,0.833333333,0.5,0,36,10.5,5.833333333,2.333333333,5.333333333,0.166666667,0,0,0,0
2021,8,BUF,REG,0,1,2,1,1,1,0,40,10,5,2,6,0,0,0,0,0,11,0,0,2,6,6,42,5,0,0,23,65,13,0.35,0.65,1,0,0,0,0,0,5,2,0,'5-2-0,0.714,0,1.571428571,1.428571429,0.857142857,0.857142857,0.571428571,0,36.57142857,10.42857143,5.714285714,2.285714286,5.428571429,0.142857143,0,0,0,0
2021,9,BUF,REG,0,0,1,1,1,0,0,32,13,3,2,4,0,0,0,0,0,9,0,0,4,3,10,30,4,1,0,26,57,11,0.46,0.53,0,0,0,0,1,0,5,3,0,'5-3-0,0.625,0,1.375,1.375,0.875,0.875,0.5,0,36,10.75,5.375,2.25,5.25,0.125,0,0,0,0
2021,10,BUF,REG,0,4,1,1,1,0,0,42,15,8,1,7,0,0,0,0,0,17,0,2,1,8,9,48,3,0,0,22,70,14,0.31,0.69,0,0,0,1,0,0,6,3,0,'6-3-0,0.667,0,1.666666667,1.333333333,0.888888889,0.888888889,0.444444444,0,36.66666667,11.22222222,5.666666667,2.111111111,5.444444444,0.111111111,0,0,0,0
2021,11,BUF,REG,0,0,1,0,0,1,0,26,27,18,0,2,0,0,0,0,0,41,0,5,2,3,4,20,1,0,0,46,66,11,0.7,0.3,0,1,0,0,0,0,6,4,0,'6-4-0,0.6,0,1.5,1.3,0.8,0.8,0.5,0,35.6,12.8,6.9,1.9,5.1,0.1,0,0,0,0
2021,12,BUF,REG,0,1,1,0,0,1,0,36,15,5,2,5,0,0,0,0,0,6,0,0,0,6,2,33,5,1,0,24,58,11,0.41,0.57,0,0,0,1,0,0,7,4,0,'7-4-0,0.636,0,1.454545455,1.272727273,0.727272727,0.727272727,0.545454545,0,35.63636364,13,6.727272727,1.909090909,5.090909091,0.090909091,0,0,0,0
2021,13,BUF,REG,0,0,1,0,0,1,0,32,14,10,0,0,0,0,0,0,0,14,0,0,2,3,3,3,6,2,0,45,50,11,0.9,0.06,0,1,0,0,0,0,7,5,0,'7-5-0,0.583,0,1.333333333,1.25,0.666666667,0.666666667,0.583333333,0,35.33333333,13.08333333,7,1.75,4.666666667,0.083333333,0,0,0,0
2021,14,BUF,REG,0,0,1,0,0,1,0,46,14,5,2,4,0,0,0,0,0,33,0,3,2,6,6,48,5,2,0,27,77,16,0.35,0.62,0,0,0,0,1,0,7,6,0,'7-6-0,0.538,0,1.230769231,1.230769231,0.615384615,0.615384615,0.615384615,0,36.15384615,13.15384615,6.846153846,1.769230769,4.615384615,0.076923077,0,0,0,0
2021,15,BUF,REG,0,1,2,0,1,1,0,40,15,10,4,6,0,0,0,0,0,14,0,0,0,5,3,43,4,0,0,30,73,9,0.41,0.59,1,0,0,0,0,0,8,6,0,'8-6-0,0.571,0,1.214285714,1.285714286,0.571428571,0.642857143,0.642857143,0,36.42857143,13.28571429,7.071428571,1.928571429,4.714285714,0.071428571,0,0,0,0
2021,16,BUF,REG,0,2,1,0,0,1,0,38,8,3,1,4,0,0,0,0,0,21,0,3,0,7,4,33,3,0,0,27,60,13,0.45,0.55,0,0,0,1,0,0,9,6,0,'9-6-0,0.6,0,1.266666667,1.266666667,0.533333333,0.6,0.666666667,0,36.53333333,12.93333333,6.8,1.866666667,4.666666667,0.066666667,0,0,0,0
2021,17,BUF,REG,1,0,2,1,2,0,0,28,14,10,5,8,0,0,0,0,0,13,0,1,2,6,5,28,4,0,0,22,50,13,0.44,0.56,1,0,0,0,0,0,10,6,0,'10-6-0,0.625,0.0625,1.1875,1.3125,0.5625,0.6875,0.625,0,36,13,7,2.0625,4.875,0.0625,0,0,0,0
2021,18,BUF,REG,0,0,2,0,1,1,0,27,11,7,9,9,0,0,0,0,0,10,0,1,1,5,1,29,11,0,0,17,46,18,0.37,0.63,1,0,0,0,0,0,11,6,0,'11-6-0,0.647,0.058823529,1.117647059,1.352941176,0.529411765,0.705882353,0.647058824,0,35.47058824,12.88235294,7,2.470588235,5.117647059,0.058823529,0,0,0,0
2021,1,CAR,REG,0,1,1,0,1,0,0,32,14,1,6,9,0,0,0,0,0,14,0,0,0,5,7,44,7,0,0,18,62,12,0.29,0.71,1,0,0,0,0,0,1,0,0,'1-0-0,1,0,1,1,0,1,0,0,32,14,1,6,9,0,0,0,0,0
2021,2,CAR,REG,0,2,0,0,0,0,0,30,12,2,4,10,0,0,0,0,0,7,0,1,0,6,4,26,6,1,0,16,43,13,0.37,0.6,1,0,0,0,0,0,2,0,0,'2-0-0,1,0,1.5,0.5,0,0.5,0,0,31,13,1.5,5,9.5,0,0,0,0,0
2021,3,CAR,REG,0,0,1,0,0,1,0,33,9,3,4,8,0,0,0,0,0,9,0,1,1,5,8,31,6,0,1,17,49,13,0.35,0.63,0,0,0,1,0,0,3,0,0,'3-0-0,1,0,1,0.666666667,0,0.333333333,0.333333333,0,31.66666667,11.66666667,2,4.666666667,9,0,0,0,0,0
2021,4,CAR,REG,0,0,1,0,0,1,0,33,8,0,0,1,0,0,0,0,0,36,0,3,1,5,7,24,4,2,0,32,58,13,0.55,0.41,0,0,0,0,1,0,3,1,0,'3-1-0,0.75,0,0.75,0.75,0,0.25,0.5,0,32,10.75,1.5,3.5,7,0,0,0,0,0
2021,5,CAR,REG,1,1,2,1,1,1,1,35,12,2,2,4,0,0,0,0,0,21,0,1,2,5,7,40,6,2,0,20,62,14,0.32,0.65,0,1,0,0,0,0,3,2,0,'3-2-0,0.6,0.2,0.8,1,0.2,0.4,0.6,0.2,32.6,11,1.6,3.2,6.4,0,0,0,0,0
2021,6,CAR,REG,0,0,3,1,2,1,1,54,14,6,0,3,0,0,0,0,0,40,0,1,5,7,5,48,5,0,1,37,86,18,0.43,0.56,0,1,0,0,0,0,3,3,0,'3-3-0,0.5,0.166666667,0.666666667,1.333333333,0.333333333,0.666666667,0.666666667,0.333333333,36.16666667,11.5,2.333333333,2.666666667,5.833333333,0,0,0,0,0
2021,7,CAR,REG,0,0,0,0,0,0,0,30,23,8,2,5,0,0,0,0,0,23,0,2,3,3,6,36,5,3,0,28,67,13,0.42,0.54,0,0,0,0,1,0,3,4,0,'3-4-0,0.429,0.142857143,0.571428571,1.142857143,0.285714286,0.571428571,0.571428571,0.285714286,35.28571429,13.14285714,3.142857143,2.571428571,5.714285714,0,0,0,0,0
2021,8,CAR,REG,0,2,1,0,0,1,0,35,9,3,3,7,0,0,0,0,0,13,0,1,3,5,4,30,4,0,0,20,50,13,0.4,0.6,0,0,0,1,0,0,4,4,0,'4-4-0,0.5,0.125,0.75,1.125,0.25,0.5,0.625,0.25,35.25,12.625,3.125,2.625,5.875,0,0,0,0,0
2021,9,CAR,REG,0,1,2,1,2,0,0,35,16,2,2,2,0,0,0,0,0,18,0,3,2,3,9,20,3,3,0,36,59,11,0.61,0.34,0,1,0,0,0,0,4,5,0,'4-5-0,0.444,0.111111111,0.777777778,1.222222222,0.333333333,0.666666667,0.555555556,0.222222222,35.22222222,13,3,2.555555556,5.444444444,0,0,0,0,0
2021,10,CAR,REG,0,1,2,1,1,1,0,31,13,4,4,8,0,0,0,0,0,10,0,1,1,7,4,33,4,0,0,20,53,13,0.38,0.62,0,0,0,1,0,0,5,5,0,'5-5-0,0.5,0.1,0.8,1.3,0.4,0.7,0.6,0.2,34.8,13,3.1,2.7,5.7,0,0,0,0,0
