team,week,season,turnover_margin,eff_ratio,td_eff,off_points_scored,def_points_allowed,off_yards_total,off_passing_yards,off_rushing_yards,off_pass_touchdowns,off_rush_touchdowns,def_touchdowns,off_first_downs_pass,off_first_downs_rush,off_interceptions_thrown,off_fumbles_total,off_fumbles_lost,off_safeties_allowed,def_interceptions_made,def_fumbles_total,def_fumbles_lost,def_fumbles_forced,def_safeties_recorded,def_sacks,off_pass_attempts,off_rush_attempts,off_pass_percentage,off_rush_percentage,def_pass_percentage,def_rush_percentage
JAX,8,2021,-1,0.022,0.014,7,31,320,238,82,1,0,0,17,2,1,0,0,0,0,0,0,0,0,3,53,19,0.74,0.24,0.52,0.48
JAX,9,2021,2,0.039,0.000,9,6,230,151,79,0,0,0,5,5,0,1,1,0,2,2,1,2,0,4,28,27,0.53,0.46,0.78,0.22
JAX,10,2021,-1,0.067,0.051,23,17,341,162,179,0,3,0,7,6,0,2,1,0,0,0,0,0,0,1,35,24,0.62,0.38,0.56,0.39
JAX,11,2021,0,0.047,0.024,10,30,212,158,54,0,1,0,8,5,0,1,1,0,0,2,1,1,0,2,25,16,0.64,0.36,0.36,0.61
KC,1,2021,2,0.080,0.068,33,29,410,337,73,3,1,0,17,4,0,0,0,0,1,2,1,1,0,2,36,23,0.63,0.34,0.53,0.47
KC,2,2021,0,0.072,0.083,29,37,405,343,62,3,1,1,18,2,1,2,1,0,2,1,0,1,0,1,30,18,0.63,0.37,0.4,0.57
KC,3,2021,-4,0.054,0.042,24,30,446,260,186,3,0,0,17,12,2,2,2,0,0,1,0,1,0,1,42,30,0.61,0.39,0.65,0.34
KC,4,2021,-1,0.088,0.098,42,30,478,278,200,5,1,0,16,12,1,1,0,0,0,2,0,2,0,3,29,32,0.49,0.49,0.73,0.27
KC,5,2021,-4,0.054,0.027,21,32,392,272,120,2,0,0,16,8,2,2,2,0,0,0,0,0,0,0,52,23,0.71,0.29,0.48,0.46
KC,6,2021,-1,0.061,0.055,31,13,506,397,109,2,2,0,21,7,2,2,1,0,1,1,1,1,0,0,45,28,0.64,0.36,0.67,0.33
KC,7,2021,-2,0.008,0.000,3,27,365,288,77,0,0,0,16,4,1,3,2,0,1,0,0,0,0,1,50,13,0.81,0.18,0.44,0.53
KC,8,2021,-1,0.052,0.027,20,17,382,275,107,1,1,0,17,10,1,3,1,0,1,1,0,1,0,3,47,27,0.65,0.34,0.64,0.34
KC,9,2021,0,0.053,0.016,13,7,243,166,77,1,0,0,9,4,0,2,1,0,1,2,0,0,0,1,37,25,0.6,0.37,0.58,0.42
KC,10,2021,3,0.079,0.066,41,14,516,422,94,5,0,0,23,5,0,1,0,0,1,2,2,2,0,2,51,25,0.67,0.3,0.73,0.27
LA,1,2021,2,0.086,0.082,34,14,395,321,74,3,1,0,13,4,0,0,0,0,1,1,1,1,0,3,26,23,0.54,0.38,0.62,0.38
LA,2,2021,0,0.074,0.052,28,18,379,278,101,2,1,0,15,6,1,1,1,0,2,0,0,0,0,3,29,29,0.52,0.48,0.61,0.39
LA,3,2021,0,0.081,0.065,34,24,419,343,76,4,0,0,16,5,0,1,0,0,0,2,0,2,0,3,38,24,0.62,0.35,0.82,0.18
LA,4,2021,-2,0.050,0.032,20,37,401,280,121,2,0,0,13,8,1,1,1,0,0,1,0,1,0,3,40,23,0.64,0.34,0.47,0.51
LA,5,2021,1,0.054,0.046,26,17,483,365,118,1,2,0,16,8,1,1,0,0,2,0,0,0,0,2,36,29,0.57,0.42,0.58,0.42
LA,6,2021,2,0.099,0.081,38,11,382,251,131,4,1,0,15,6,2,1,0,0,3,2,1,2,0,4,28,34,0.48,0.5,0.76,0.24
LA,7,2021,2,0.073,0.050,28,19,381,334,47,3,0,0,17,2,0,0,0,0,2,0,0,0,0,2,41,19,0.69,0.27,0.55,0.42
LA,8,2021,1,0.080,0.077,38,22,475,310,165,3,2,0,16,9,0,0,0,0,1,2,0,1,0,5,34,31,0.53,0.47,0.75,0.25
LA,9,2021,-1,0.044,0.015,17,22,388,294,94,1,0,0,16,5,2,0,0,0,1,0,0,0,0,3,46,21,0.72,0.28,0.54,0.45
LA,10,2021,-2,0.037,0.020,11,25,297,245,52,1,0,0,11,2,2,0,0,0,0,0,0,0,0,1,40,10,0.81,0.19,0.31,0.67
LAC,1,2021,-1,0.047,0.027,20,16,427,337,90,1,1,0,20,6,1,2,1,0,0,3,1,3,0,1,46,29,0.63,0.33,0.45,0.55
LAC,2,2021,-1,0.039,0.017,17,20,433,338,95,1,0,0,13,7,2,0,0,0,1,1,0,1,0,2,39,20,0.68,0.32,0.48,0.52
LAC,3,2021,4,0.084,0.067,30,24,358,281,77,4,0,0,16,3,0,1,0,0,2,2,2,2,0,2,38,22,0.65,0.34,0.61,0.39
LAC,4,2021,1,0.072,0.055,28,14,390,222,168,3,1,0,13,11,0,1,0,0,1,1,0,1,0,4,39,34,0.55,0.43,0.68,0.32
LAC,5,2021,-1,0.092,0.104,47,42,510,398,112,4,3,0,14,9,0,2,1,0,0,1,0,1,0,1,43,24,0.66,0.33,0.48,0.51
LAC,6,2021,1,0.027,0.020,6,34,221,195,26,1,0,0,11,3,1,0,0,0,2,2,0,1,0,3,38,12,0.77,0.23,0.44,0.53
LAC,8,2021,-1,0.065,0.057,25,21,386,223,163,2,1,0,12,5,2,0,0,0,0,1,1,1,0,1,33,20,0.66,0.33,0.49,0.5
LAC,9,2021,0,0.061,0.046,27,24,445,356,89,2,1,0,17,9,0,0,0,0,0,1,0,0,0,1,38,27,0.58,0.41,0.32,0.68
LAC,10,2021,0,0.072,0.038,20,27,277,195,82,1,1,0,13,3,1,0,0,0,0,1,1,1,0,2,33,19,0.65,0.35,0.54,0.42
LAC,11,2021,-1,0.076,0.076,41,37,541,382,159,3,2,0,19,9,1,0,0,0,0,1,0,1,0,3,40,26,0.62,0.33,0.72,0.28
LV,1,2021,1,0.064,0.053,33,27,517,435,82,2,2,0,17,6,1,2,0,0,0,3,2,2,0,3,55,21,0.71,0.26,0.49,0.49
LV,2,2021,1,0.060,0.032,26,17,434,382,52,2,0,0,17,4,0,2,0,0,1,1,0,0,0,2,37,25,0.61,0.39,0.75,0.25
LV,3,2021,-1,0.057,0.039,30,22,526,386,140,2,1,0,18,7,1,2,0,0,0,2,0,1,1,2,42,35,0.57,0.41,0.65,0.34
LV,4,2021,-1,0.057,0.039,14,28,244,196,48,2,0,0,8,2,1,1,0,0,0,1,0,0,0,2,33,18,0.68,0.32,0.55,0.43
LV,5,2021,-1,0.032,0.018,9,20,277,206,71,0,1,0,7,6,1,0,0,0,0,1,0,0,0,2,34,22,0.64,0.36,0.37,0.62
LV,6,2021,4,0.080,0.080,34,24,427,341,86,2,2,0,11,4,0,1,0,0,3,1,1,1,0,5,27,23,0.56,0.42,0.7,0.3
LV,7,2021,1,0.075,0.065,33,22,442,323,119,2,2,0,16,7,1,0,0,0,0,3,2,2,0,2,33,29,0.54,0.44,0.54,0.45
LV,9,2021,-2,0.041,0.016,17,17,413,296,117,1,0,0,15,8,2,1,1,0,0,2,1,2,0,3,44,20,0.7,0.3,0.43,0.56
LV,10,2021,-3,0.045,0.042,14,41,311,261,50,2,0,0,11,3,1,2,2,0,0,1,0,1,0,0,34,14,0.73,0.27,0.67,0.3
LV,11,2021,-1,0.045,0.023,13,32,287,215,72,1,0,0,8,5,1,4,1,0,0,1,1,1,0,3,26,18,0.62,0.38,0.46,0.54
MIA,1,2021,1,0.062,0.041,17,16,276,202,74,1,1,0,9,7,1,0,0,0,0,4,2,3,0,1,26,23,0.56,0.38,0.57,0.43
MIA,2,2021,1,0.000,0.000,,35,253,182,71,0,0,0,9,2,1,1,1,0,1,3,2,2,0,1,43,20,0.71,0.27,0.53,0.44
MIA,3,2021,1,0.063,0.026,22,30,348,215,133,0,2,1,13,5,0,2,0,1,1,2,0,1,0,3,49,27,0.65,0.34,0.57,0.41
MIA,4,2021,-1,0.073,0.043,17,27,234,199,35,2,0,0,10,2,0,3,2,0,0,1,1,0,0,2,30,16,0.67,0.33,0.51,0.45
MIA,5,2021,-2,0.054,0.043,17,45,314,275,39,2,0,0,13,2,1,1,1,0,0,0,0,0,0,2,38,9,0.82,0.18,0.63,0.31
MIA,6,2021,0,0.046,0.030,20,23,431,354,77,2,0,0,18,4,1,1,0,0,0,1,1,1,0,2,47,20,0.69,0.29,0.69,0.31
MIA,7,2021,0,0.066,0.060,28,30,423,291,132,4,0,0,17,9,2,0,0,0,1,1,1,1,0,1,38,29,0.59,0.41,0.65,0.32
MIA,8,2021,-2,0.040,0.016,11,26,273,205,68,0,1,0,10,4,1,2,1,0,0,1,0,1,0,0,38,23,0.65,0.35,0.64,0.34
MIA,9,2021,1,0.058,0.030,17,9,291,244,47,1,1,0,16,4,2,2,2,0,3,2,2,2,0,5,41,25,0.65,0.35,0.72,0.27
MIA,10,2021,2,0.043,0.017,16,11,374,314,60,0,1,1,12,4,0,2,0,0,1,2,1,2,0,4,36,22,0.65,0.32,0.64,0.31
MIN,1,2021,-1,0.056,0.042,24,27,429,362,67,2,1,0,16,5,0,1,1,0,0,0,0,0,0,5,50,22,0.69,0.29,0.46,0.53
MIN,2,2021,2,0.064,0.051,27,35,421,244,177,3,0,1,10,11,0,2,0,0,2,1,0,1,0,3,32,27,0.55,0.45,0.65,0.35
MIN,3,2021,0,0.065,0.042,30,17,463,323,140,3,0,0,20,7,0,1,0,0,0,0,0,0,0,2,38,34,0.53,0.47,0.65,0.35
MIN,4,2021,-1,0.026,0.017,7,14,268,203,65,1,0,0,10,4,1,0,0,0,0,0,0,0,0,3,37,23,0.63,0.35,0.49,0.51
MIN,5,2021,0,0.048,0.016,19,17,395,275,120,1,0,0,12,5,1,1,1,0,1,1,1,1,0,4,33,28,0.55,0.44,0.62,0.38
MIN,6,2021,2,0.070,0.059,40,22,571,373,198,3,2,0,16,10,0,3,1,0,1,3,2,3,0,4,48,37,0.56,0.43,0.67,0.32
MIN,8,2021,2,0.056,0.017,16,20,285,184,101,1,0,0,6,4,0,1,0,0,1,2,1,2,0,3,36,24,0.61,0.38,0.65,0.35
MIN,9,2021,2,0.097,0.077,31,34,318,187,131,2,2,0,6,6,0,0,0,0,2,0,0,0,0,3,28,24,0.54,0.46,0.49,0.51
MIN,10,2021,0,0.068,0.043,27,20,397,294,103,2,1,0,14,8,0,1,1,0,1,0,0,0,0,2,37,33,0.54,0.42,0.65,0.35
MIN,11,2021,0,0.079,0.062,34,31,431,341,90,3,1,0,17,6,0,1,0,0,0,2,0,1,0,2,35,30,0.55,0.42,0.65,0.33
NE,1,2021,-1,0.039,0.014,16,17,406,281,125,1,0,0,14,8,0,4,2,0,1,0,0,0,0,2,39,30,0.57,0.43,0.56,0.38
NE,2,2021,4,0.087,0.037,25,6,287,186,101,0,2,0,9,6,0,1,0,0,4,0,0,0,0,4,30,24,0.58,0.42,0.54,0.44
NE,3,2021,-3,0.044,0.015,14,22,319,270,49,1,0,0,10,5,3,0,0,0,0,0,0,0,0,3,48,17,0.76,0.24,0.39,0.58
NE,4,2021,-2,0.053,0.041,17,19,319,320,-1,2,0,0,16,1,1,1,1,0,0,0,0,0,0,1,41,8,0.85,0.13,0.59,0.36
NE,5,2021,-1,0.070,0.034,25,22,357,231,126,1,1,0,12,6,1,1,1,0,0,1,1,0,0,3,29,30,0.49,0.49,0.57,0.43
NE,6,2021,0,0.086,0.085,30,29,349,229,120,2,2,0,9,6,1,2,1,0,1,1,1,1,0,0,20,27,0.47,0.49,0.63,0.37
NE,7,2021,3,0.097,0.096,54,13,559,411,148,3,4,0,17,12,0,0,0,0,2,1,1,1,0,2,41,32,0.57,0.39,0.71,0.29
NE,8,2021,1,0.058,0.014,21,25,359,217,142,0,1,1,10,9,0,1,1,0,2,0,0,0,0,3,35,39,0.49,0.5,0.66,0.33
NE,9,2021,1,0.062,0.036,18,7,290,139,151,1,1,1,5,10,1,2,1,0,3,3,0,1,0,1,17,39,0.34,0.61,0.6,0.4
NE,10,2021,1,0.096,0.100,45,7,467,283,184,4,2,0,17,10,0,0,0,0,1,2,0,2,0,5,26,34,0.45,0.52,0.66,0.34
NO,1,2021,3,0.118,0.083,38,3,322,151,171,5,0,0,10,11,0,0,0,0,2,1,1,1,0,2,21,39,0.35,0.62,0.71,0.29
NO,2,2021,-1,0.044,0.027,7,26,159,111,48,0,1,0,3,2,2,0,0,0,1,1,0,0,0,2,20,17,0.6,0.37,0.55,0.45
NO,3,2021,3,0.081,0.051,22,14,270,128,142,2,1,1,9,10,0,0,0,0,3,0,0,0,0,2,21,38,0.39,0.58,0.76,0.24
NO,4,2021,0,0.052,0.047,21,27,405,235,170,1,2,0,12,9,1,0,0,0,1,2,0,2,0,0,25,39,0.4,0.6,0.66,0.34
NO,5,2021,0,0.088,0.096,33,22,377,279,98,4,1,0,12,5,1,1,1,0,2,0,0,0,0,2,29,23,0.58,0.4,0.57,0.43
NO,7,2021,-1,0.041,0.015,13,10,316,222,94,1,0,0,10,7,0,2,1,0,0,0,0,0,0,5,35,31,0.54,0.43,0.49,0.49
NO,8,2021,3,0.082,0.042,30,28,367,215,152,2,1,1,12,8,0,1,0,0,2,1,1,1,0,3,39,32,0.56,0.43,0.75,0.25
NO,9,2021,-1,0.064,0.043,25,27,391,282,109,2,1,0,17,6,0,1,1,0,0,2,0,2,0,2,43,26,0.63,0.37,0.56,0.4
NO,10,2021,-1,0.053,0.053,21,23,395,309,86,2,1,0,14,5,0,1,1,0,0,1,0,0,0,2,36,21,0.66,0.34,0.5,0.47
NO,11,2021,-2,0.093,0.067,30,34,323,214,109,3,1,0,12,5,2,1,1,0,0,2,1,1,0,3,38,22,0.65,0.33,0.35,0.62
NYG,1,2021,0,0.040,0.035,13,27,327,267,60,1,1,0,13,3,0,1,1,0,0,1,1,1,0,2,37,20,0.64,0.32,0.58,0.42
NYG,2,2021,1,0.070,0.033,29,30,412,249,163,1,1,0,10,7,0,0,0,0,1,0,0,0,0,1,32,28,0.56,0.42,0.67,0.32
NYG,3,2021,0,0.038,0.016,14,17,366,266,100,0,1,0,12,7,0,3,1,0,0,1,1,1,0,3,35,28,0.57,0.42,0.66,0.34
NYG,4,2021,0,0.056,0.050,27,21,485,402,83,2,1,0,17,4,1,2,0,0,1,0,0,0,0,0,39,21,0.66,0.34,0.4,0.6
NYG,5,2021,0,0.057,0.032,21,38,367,294,73,1,1,0,15,3,2,1,0,0,1,2,1,1,0,2,37,25,0.61,0.39,0.47,0.53
NYG,6,2021,-2,0.036,0.015,11,38,302,242,60,0,1,0,15,4,3,2,1,0,2,1,0,0,0,2,48,18,0.76,0.24,0.48,0.5
NYG,7,2021,1,0.071,0.031,23,3,322,219,103,1,1,0,11,7,0,0,0,0,1,1,0,0,1,6,34,31,0.54,0.42,0.73,0.27
NYG,8,2021,1,0.054,0.038,17,20,313,241,72,2,0,0,10,3,1,1,0,0,1,3,1,2,0,2,32,20,0.64,0.34,0.65,0.34
NYG,9,2021,2,0.066,0.020,17,17,259,110,149,1,0,1,6,8,0,2,1,0,2,1,1,1,0,1,20,31,0.43,0.56,0.7,0.3
NYG,11,2021,-2,0.043,0.020,10,30,233,167,66,1,0,0,8,4,2,1,1,0,1,0,0,0,0,1,37,13,0.76,0.24,0.64,0.33
NYJ,1,2021,0,0.046,0.037,14,19,303,258,45,2,0,0,10,4,1,1,0,0,0,1,1,0,0,1,36,18,0.71,0.29,0.57,0.38
NYJ,2,2021,-4,0.017,0.000,6,25,362,210,152,0,0,0,6,9,4,0,0,0,0,1,0,1,0,3,29,31,0.54,0.44,0.58,0.42
NYJ,3,2021,-1,0.000,0.000,,26,203,160,43,0,0,0,10,1,2,0,0,0,0,1,1,1,0,2,33,13,0.75,0.25,0.42,0.56
NYJ,4,2021,-1,0.074,0.052,27,24,363,297,66,2,1,0,11,4,1,3,0,0,0,1,0,0,0,7,33,25,0.58,0.4,0.61,0.39
NYJ,5,2021,1,0.078,0.041,20,27,256,192,64,0,2,0,9,6,1,1,0,0,0,3,2,3,0,0,31,18,0.66,0.34,0.61,0.37
NYJ,7,2021,-3,0.041,0.034,13,54,315,253,62,1,1,0,13,3,2,1,1,0,0,0,0,0,0,1,40,18,0.71,0.29,0.57,0.39
NYJ,8,2021,-2,0.066,0.054,34,31,519,422,97,3,1,0,23,6,2,1,1,0,1,1,0,1,0,3,47,27,0.66,0.3,0.7,0.28
NYJ,9,2021,-2,0.060,0.055,30,45,500,412,88,4,0,0,25,3,1,1,1,0,0,2,0,2,0,1,51,22,0.71,0.28,0.51,0.48
NYJ,10,2021,-3,0.046,0.031,17,45,368,298,70,1,1,0,14,4,4,1,1,0,1,2,1,1,0,2,43,22,0.69,0.31,0.56,0.39
NYJ,11,2021,0,0.043,0.035,17,24,393,291,102,2,0,0,12,5,0,1,1,0,1,0,0,0,0,0,39,18,0.69,0.31,0.51,0.48
PHI,1,2021,0,0.073,0.060,32,6,437,264,173,3,1,0,13,10,0,2,0,0,0,1,0,0,0,3,35,32,0.51,0.47,0.59,0.41
PHI,2,2021,0,0.032,0.019,11,17,341,190,151,0,1,0,7,8,0,1,0,0,0,2,0,1,0,0,24,30,0.46,0.52,0.44,0.51
PHI,3,2021,-1,0.041,0.041,16,36,390,326,64,2,0,1,11,1,2,0,0,0,0,2,1,1,0,4,37,12,0.77,0.23,0.42,0.54
PHI,4,2021,1,0.061,0.045,30,42,490,387,103,2,1,0,19,9,0,2,0,0,1,1,0,1,0,1,48,19,0.73,0.27,0.49,0.49
PHI,5,2021,1,0.073,0.034,21,16,289,198,91,0,2,0,8,6,1,2,1,1,3,0,0,0,0,3,36,22,0.65,0.32,0.57,0.43
PHI,6,2021,0,0.102,0.068,22,28,215,115,100,1,2,0,5,8,1,0,0,0,1,0,0,0,0,0,25,19,0.6,0.4,0.58,0.38
PHI,7,2021,-1,0.059,0.045,22,33,371,236,135,2,1,0,12,8,0,3,2,0,1,0,0,0,0,0,34,32,0.54,0.45,0.54,0.44
PHI,8,2021,1,0.109,0.065,38,7,350,114,236,0,4,1,6,19,0,0,0,0,0,3,1,3,0,6,16,46,0.26,0.73,0.69,0.31
PHI,9,2021,0,0.071,0.054,24,27,338,162,176,1,2,0,7,13,0,1,0,0,0,0,0,0,0,0,17,39,0.32,0.68,0.58,0.41
PHI,10,2021,0,0.061,0.033,24,14,394,178,216,2,0,1,10,12,1,2,0,0,0,2,1,2,0,1,22,39,0.39,0.56,0.67,0.33
PIT,1,2021,1,0.065,0.019,17,22,263,188,75,1,0,0,9,4,0,1,0,0,0,4,1,4,0,3,32,21,0.62,0.33,0.68,0.32
PIT,2,2021,-1,0.051,0.038,17,26,334,295,39,1,1,0,13,3,1,1,0,0,0,2,0,1,0,2,39,14,0.75,0.25,0.61,0.39
PIT,3,2021,-1,0.028,0.014,10,24,363,318,45,1,0,0,16,2,2,1,0,0,1,0,0,0,0,0,56,15,0.81,0.19,0.43,0.5
PIT,4,2021,-1,0.058,0.036,17,27,294,232,62,1,1,0,11,5,1,1,1,0,0,1,1,1,0,3,39,16,0.72,0.28,0.54,0.43
PIT,5,2021,0,0.068,0.050,27,19,400,253,147,2,1,0,12,5,0,1,1,0,1,0,0,0,0,2,25,35,0.43,0.56,0.69,0.31
PIT,6,2021,0,0.066,0.029,23,20,348,229,119,1,1,0,14,6,0,1,1,0,0,3,1,3,0,5,40,30,0.58,0.41,0.56,0.41
PIT,8,2021,1,0.039,0.030,15,10,381,266,115,1,1,0,13,7,0,0,0,0,0,2,1,2,0,4,35,32,0.55,0.44,0.6,0.4
PIT,9,2021,3,0.094,0.048,29,22,310,205,105,2,1,1,8,8,0,0,0,0,1,2,2,2,0,3,30,32,0.5,0.47,0.55,0.45
PIT,10,2021,-3,0.041,0.013,16,16,387,242,145,1,0,0,13,7,1,3,2,0,0,0,0,0,0,4,49,31,0.62,0.37,0.43,0.57
PIT,11,2021,1,0.113,0.065,37,41,328,273,55,3,1,0,14,5,0,1,0,0,1,0,0,0,0,2,44,18,0.72,0.28,0.62,0.33
SEA,1,2021,0,0.071,0.080,28,16,394,254,140,4,0,0,12,6,0,1,1,0,0,1,1,0,0,3,23,27,0.49,0.51,0.57,0.43
SEA,2,2021,1,0.071,0.082,30,33,420,343,77,2,2,0,10,5,0,0,0,0,0,1,1,1,0,3,31,18,0.65,0.35,0.52,0.47
SEA,3,2021,0,0.042,0.040,17,30,404,298,106,1,1,0,14,6,0,0,0,0,0,1,0,1,0,1,32,18,0.65,0.35,0.53,0.47
SEA,4,2021,2,0.110,0.078,28,21,254,149,105,2,2,0,6,7,0,2,0,0,1,2,1,1,0,2,23,28,0.48,0.48,0.59,0.41
SEA,5,2021,-1,0.045,0.036,17,26,375,283,92,2,0,0,13,5,2,0,0,0,1,1,0,0,0,1,31,25,0.58,0.42,0.57,0.42
SEA,6,2021,0,0.057,0.034,20,23,353,209,144,1,1,0,9,8,0,3,1,0,0,1,1,0,0,1,32,27,0.56,0.41,0.58,0.41
SEA,7,2021,1,0.039,0.020,10,13,257,167,90,1,0,0,6,4,0,0,0,0,0,2,1,1,0,2,22,28,0.49,0.49,0.54,0.43
SEA,8,2021,1,0.117,0.082,31,7,264,195,69,2,2,0,9,5,0,0,0,0,1,0,0,0,0,1,24,25,0.52,0.48,0.74,0.24
SEA,10,2021,-1,0.000,0.000,,17,236,161,75,0,0,0,8,6,2,0,0,0,1,1,0,0,0,1,38,16,0.73,0.27,0.54,0.46
SEA,11,2021,0,0.044,0.022,13,23,293,207,86,0,1,0,9,6,0,2,0,0,0,4,0,2,0,2,26,19,0.61,0.39,0.58,0.39
SF,1,2021,-1,0.078,0.074,35,34,450,319,131,2,2,1,13,6,0,2,2,0,1,0,0,0,0,3,26,28,0.47,0.49,0.72,0.28
SF,2,2021,0,0.056,0.029,17,11,306,189,117,1,1,0,9,10,0,2,0,0,0,1,0,1,0,2,30,38,0.44,0.51,0.46,0.52
SF,3,2021,-2,0.088,0.067,28,30,320,257,63,2,2,0,15,6,1,2,1,0,0,1,0,1,0,1,39,21,0.68,0.32,0.54,0.42
SF,4,2021,-2,0.045,0.043,21,28,465,322,143,3,0,0,15,7,1,2,1,0,0,2,0,2,0,3,40,30,0.59,0.41,0.48,0.48
SF,5,2021,0,0.029,0.018,10,17,344,192,152,0,1,0,9,7,1,0,0,0,0,4,1,1,0,2,28,28,0.53,0.47,0.55,0.4
SF,7,2021,-2,0.062,0.041,18,30,292,181,111,1,1,0,8,5,2,3,2,0,0,4,2,3,0,1,25,24,0.56,0.43,0.46,0.54
SF,8,2021,1,0.071,0.056,33,22,467,322,145,0,3,0,12,9,0,0,0,0,1,3,0,2,0,4,28,26,0.51,0.42,0.46,0.54
SF,9,2021,-3,0.047,0.040,17,31,365,326,39,2,0,0,17,2,1,2,2,0,0,1,0,1,0,2,39,11,0.8,0.2,0.43,0.56
SF,10,2021,2,0.074,0.048,25,11,338,182,156,2,1,1,9,10,0,0,0,0,2,0,0,0,0,2,19,44,0.31,0.67,0.81,0.19
SF,11,2021,0,0.086,0.047,30,10,347,176,171,2,1,0,8,13,0,2,1,0,0,1,1,1,0,3,22,42,0.36,0.61,0.64,0.36
TB,1,2021,-3,0.072,0.065,31,29,431,379,52,4,0,0,22,1,2,2,2,0,1,1,0,0,0,1,48,14,0.78,0.22,0.77,0.23
TB,2,2021,2,0.101,0.088,36,27,358,276,82,5,0,2,14,5,0,2,1,0,3,1,0,0,0,1,36,21,0.65,0.3,0.7,0.3
TB,3,2021,0,0.051,0.044,24,34,467,432,35,1,2,0,24,3,0,2,0,0,0,1,0,1,0,1,55,13,0.82,0.18,0.62,0.35
TB,4,2021,2,0.049,0.014,19,17,389,269,120,0,1,0,12,8,0,0,0,0,1,1,1,1,0,4,43,30,0.59,0.36,0.85,0.13
TB,5,2021,2,0.079,0.087,45,17,573,452,121,5,1,0,26,5,0,0,0,0,1,1,1,1,0,3,44,25,0.63,0.31,0.82,0.18
TB,6,2021,0,0.070,0.056,28,22,399,297,102,2,2,0,17,8,1,0,0,0,1,0,0,0,0,2,41,31,0.58,0.38,0.6,0.4
TB,7,2021,4,0.093,0.071,38,3,408,226,182,4,1,0,13,12,0,1,1,0,3,4,2,3,0,4,39,31,0.56,0.44,0.55,0.45
TB,8,2021,-3,0.063,0.074,28,30,446,375,71,4,0,0,13,3,2,1,1,0,0,1,0,0,0,1,39,15,0.75,0.25,0.56,0.43
TB,10,2021,-1,0.070,0.044,19,29,273,220,53,2,0,0,8,5,2,0,0,0,0,1,1,1,0,5,32,13,0.72,0.28,0.51,0.49
TB,11,2021,2,0.073,0.041,30,10,412,318,94,2,1,0,17,10,1,0,0,0,2,1,1,1,0,2,47,27,0.64,0.33,0.76,0.24
TEN,1,2021,-2,0.043,0.035,13,38,304,218,86,1,1,0,12,5,1,2,2,0,1,1,0,0,0,2,35,22,0.66,0.34,0.51,0.49
TEN,2,2021,-1,0.059,0.038,33,30,559,347,212,0,3,0,16,11,0,1,1,0,0,0,0,0,0,3,40,40,0.52,0.47,0.65,0.35
TEN,3,2021,-3,0.066,0.048,25,16,377,197,180,3,0,0,11,10,2,2,1,0,0,0,0,0,0,2,25,38,0.42,0.55,0.68,0.32
TEN,4,2021,1,0.051,0.023,24,27,475,298,177,1,1,0,17,10,0,1,0,0,1,3,0,2,0,1,49,37,0.61,0.39,0.58,0.4
TEN,5,2021,2,0.081,0.069,31,20,381,197,184,1,3,1,10,12,0,0,0,0,1,1,1,1,0,2,22,36,0.41,0.59,0.54,0.46
TEN,6,2021,0,0.094,0.080,34,31,362,216,146,0,4,0,9,6,1,0,0,0,1,1,0,1,0,3,28,22,0.57,0.41,0.69,0.31
TEN,7,2021,2,0.071,0.048,27,3,378,275,103,2,1,0,13,9,1,0,0,0,1,3,2,3,0,4,27,35,0.44,0.53,0.81,0.18
TEN,8,2021,-1,0.078,0.048,28,32,358,265,93,3,0,1,10,6,2,2,1,0,2,1,0,1,0,1,32,31,0.54,0.44,0.72,0.28
TEN,9,2021,1,0.104,0.058,22,17,212,143,69,1,2,1,9,4,1,0,0,0,2,0,0,0,0,5,26,26,0.54,0.45,0.72,0.28
TEN,10,2021,1,0.082,0.036,23,21,279,213,66,1,1,0,10,4,0,1,0,0,0,1,1,1,0,4,27,29,0.5,0.47,0.66,0.34
WAS,1,2021,1,0.061,0.021,16,20,261,135,126,1,0,0,6,6,0,3,1,0,1,2,1,1,0,2,21,27,0.45,0.55,0.63,0.33
WAS,2,2021,-1,0.071,0.045,30,29,423,336,87,2,1,0,13,8,1,0,0,0,0,0,0,0,0,4,45,22,0.67,0.32,0.56,0.42
WAS,3,2021,-3,0.072,0.064,21,43,290,212,78,2,1,0,8,3,2,2,1,0,0,0,0,0,0,0,22,25,0.5,0.5,0.58,0.38
WAS,4,2021,0,0.083,0.081,34,30,412,290,122,3,2,0,16,8,0,0,0,0,0,1,0,1,0,1,33,29,0.55,0.44,0.6,0.39
WAS,5,2021,0,0.058,0.028,22,33,379,248,131,0,2,0,11,11,2,0,0,0,1,1,1,1,0,2,39,33,0.57,0.43,0.58,0.4
WAS,6,2021,1,0.047,0.018,13,31,276,182,94,1,0,0,8,6,1,1,1,0,2,2,1,1,0,3,38,19,0.67,0.33,0.64,0.36
WAS,7,2021,-1,0.022,0.015,10,24,463,268,195,1,0,0,15,9,1,4,1,0,0,2,1,2,0,3,36,29,0.57,0.4,0.72,0.28
WAS,8,2021,-1,0.026,0.016,10,17,382,270,112,1,0,0,14,6,2,2,0,0,0,1,1,1,0,4,37,24,0.65,0.35,0.59,0.41
WAS,10,2021,1,0.083,0.045,29,19,350,256,94,1,2,0,13,8,0,1,1,0,2,0,0,0,0,0,32,35,0.51,0.49,0.72,0.28
