team,week,season,turnover_margin,eff_ratio,td_eff,off_points_scored,def_points_allowed,off_yards_total,off_passing_yards,off_rushing_yards,off_pass_touchdowns,off_rush_touchdowns,def_touchdowns,off_first_downs_pass,off_first_downs_rush,off_interceptions_thrown,off_fumbles_total,off_fumbles_lost,off_safeties_allowed,def_interceptions_made,def_fumbles_total,def_fumbles_lost,def_fumbles_forced,def_safeties_recorded,def_sacks,off_pass_attempts,off_rush_attempts,off_pass_percentage,off_rush_percentage,def_pass_percentage,def_rush_percentage
LAC,3,2022,-2,0.031,0.018,10,38,323,297,26,1,0,0,13,2,1,1,1,0,0,0,0,0,0,0,44,12,0.79,0.21,0.53,0.45
LAC,4,2022,1,0.081,0.061,34,24,421,340,81,2,2,0,15,5,0,2,1,0,2,1,0,1,0,4,39,27,0.6,0.34,0.74,0.26
LAC,5,2022,1,0.064,0.044,30,28,466,228,238,1,2,0,13,9,0,0,0,0,1,0,0,0,0,0,34,34,0.51,0.46,0.52,0.48
LAC,6,2022,-2,0.061,0.013,19,16,311,238,73,0,1,0,10,7,1,3,1,0,0,0,0,0,0,4,56,24,0.71,0.29,0.58,0.42
LAC,7,2022,0,0.061,0.046,21,37,346,293,53,2,1,0,17,3,1,2,1,0,1,1,1,0,1,2,50,15,0.78,0.22,0.46,0.51
LAC,9,2022,-1,0.060,0.030,20,17,336,245,91,1,1,0,16,3,1,1,1,0,0,1,1,1,0,2,42,24,0.64,0.36,0.42,0.58
LAC,10,2022,0,0.065,0.019,16,22,247,196,51,1,0,0,7,3,1,1,0,0,0,1,1,1,0,1,36,16,0.71,0.29,0.41,0.57
LAC,11,2022,-1,0.068,0.051,27,30,395,280,115,2,1,0,12,9,1,1,1,0,0,2,1,2,0,1,29,30,0.54,0.46,0.56,0.42
LV,1,2022,-3,0.053,0.043,19,24,359,295,64,2,0,0,17,1,3,3,0,0,0,1,0,1,0,0,34,13,0.77,0.23,0.52,0.45
LV,2,2022,0,0.072,0.033,24,23,332,252,80,2,0,0,14,4,0,2,1,0,1,0,0,0,0,1,39,21,0.66,0.34,0.64,0.36
LV,3,2022,0,0.055,0.032,22,24,403,307,96,2,0,0,14,7,1,1,0,0,1,1,0,1,0,1,44,19,0.71,0.29,0.51,0.45
LV,4,2022,1,0.065,0.028,26,24,400,188,212,0,2,1,11,14,0,0,0,0,0,1,1,1,0,3,34,38,0.49,0.49,0.58,0.42
LV,5,2022,0,0.073,0.055,29,30,396,241,155,2,1,0,6,9,0,1,0,0,0,0,0,0,0,3,30,25,0.56,0.44,0.67,0.31
LV,7,2022,1,0.079,0.074,32,21,405,241,164,1,3,1,13,11,0,1,0,0,1,1,0,0,0,1,27,27,0.51,0.45,0.65,0.35
LV,8,2022,-1,0.000,0.000,,24,211,173,38,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,38,13,0.77,0.21,0.49,0.51
LV,9,2022,0,0.061,0.036,20,27,330,259,71,2,0,0,11,5,0,1,1,0,0,1,1,0,0,0,36,19,0.67,0.33,0.44,0.53
LV,10,2022,1,0.062,0.048,20,25,325,248,77,2,1,0,10,7,0,0,0,0,0,2,1,2,0,1,38,24,0.63,0.37,0.51,0.46
LV,11,2022,0,0.053,0.033,22,16,416,307,109,2,0,0,10,8,0,1,0,0,0,1,0,1,0,3,37,24,0.61,0.39,0.55,0.45
MIA,1,2022,3,0.042,0.018,14,8,335,270,65,1,0,1,13,3,0,2,0,0,1,2,2,2,0,2,33,23,0.61,0.36,0.59,0.39
MIA,2,2022,-2,0.076,0.091,42,38,555,469,86,6,0,0,22,5,2,0,0,0,0,1,0,0,0,0,48,18,0.74,0.26,0.54,0.46
MIA,3,2022,1,0.093,0.081,21,17,227,186,41,1,2,0,8,4,0,1,0,1,0,3,1,2,0,4,20,17,0.56,0.44,0.73,0.26
MIA,4,2022,-2,0.039,0.018,15,27,388,303,85,1,0,0,13,3,2,0,0,0,0,0,0,0,0,1,35,22,0.63,0.37,0.52,0.43
MIA,5,2022,-2,0.056,0.034,17,38,303,166,137,0,2,0,8,8,1,1,1,1,0,0,0,0,0,2,33,26,0.58,0.42,0.41,0.54
MIA,6,2022,-3,0.033,0.031,16,24,491,418,73,2,0,0,18,5,2,1,1,0,0,2,0,1,0,3,45,20,0.73,0.27,0.67,0.29
MIA,7,2022,3,0.043,0.016,16,10,372,261,111,1,0,0,12,5,0,0,0,0,3,0,0,0,0,2,35,27,0.56,0.42,0.65,0.33
MIA,8,2022,-1,0.063,0.065,31,27,489,382,107,3,1,0,18,8,0,1,1,0,0,0,0,0,0,1,36,26,0.59,0.36,0.67,0.33
MIA,9,2022,0,0.077,0.075,29,38,379,302,77,3,1,0,15,3,0,1,0,0,0,0,0,0,0,2,30,23,0.57,0.38,0.44,0.55
MIA,10,2022,1,0.078,0.076,39,17,497,302,195,3,2,0,17,11,0,1,0,0,0,2,1,1,0,3,33,33,0.51,0.45,0.61,0.37
MIN,1,2022,2,0.057,0.033,23,7,403,277,126,2,0,0,12,7,0,0,0,0,1,1,1,1,0,4,32,28,0.54,0.46,0.69,0.28
MIN,2,2022,-2,0.025,0.019,7,24,283,221,62,1,0,0,16,3,3,1,0,0,1,1,0,0,0,3,43,11,0.81,0.19,0.5,0.5
MIN,3,2022,0,0.073,0.061,28,24,383,260,123,2,2,0,16,9,0,1,1,0,1,1,0,0,0,0,41,25,0.61,0.36,0.53,0.46
MIN,4,2022,-1,0.076,0.032,28,25,367,286,81,1,1,0,15,3,1,1,1,0,0,1,1,1,0,2,38,25,0.63,0.37,0.53,0.47
MIN,5,2022,0,0.067,0.056,29,22,436,319,117,1,3,0,18,10,1,0,0,0,0,4,1,3,0,2,41,31,0.57,0.39,0.5,0.5
MIN,6,2022,3,0.095,0.064,24,16,253,175,78,2,1,0,7,2,0,2,0,0,2,1,1,1,0,6,30,17,0.67,0.29,0.73,0.27
MIN,8,2022,0,0.084,0.077,34,26,405,232,173,2,3,0,11,11,0,2,2,0,2,1,0,0,0,4,36,29,0.57,0.43,0.68,0.31
MIN,9,2022,0,0.063,0.032,20,17,318,262,56,2,0,0,12,3,1,0,0,0,1,0,0,0,0,3,40,22,0.66,0.34,0.51,0.48
MIN,10,2022,2,0.054,0.041,27,31,504,357,147,1,2,1,14,8,2,2,0,0,2,2,2,1,0,2,48,25,0.68,0.3,0.62,0.38
MIN,11,2022,-1,0.013,0.000,3,40,232,159,73,0,0,0,10,3,0,2,1,0,0,1,0,1,0,0,30,17,0.69,0.31,0.43,0.57
NE,1,2022,-3,0.027,0.020,8,14,291,213,78,1,0,0,10,5,1,2,2,0,0,2,0,2,0,3,29,22,0.59,0.39,0.61,0.36
NE,2,2022,-1,0.045,0.031,17,14,376,252,124,1,1,0,10,8,1,1,1,0,1,0,0,0,0,3,34,31,0.53,0.42,0.63,0.37
NE,3,2022,-2,0.056,0.053,26,37,466,321,145,0,3,0,12,10,3,2,1,0,1,2,1,1,0,4,29,28,0.56,0.44,0.56,0.39
NE,4,2022,1,0.059,0.037,18,28,303,136,167,1,1,1,6,10,0,1,1,0,1,2,1,1,0,1,21,33,0.43,0.57,0.51,0.49
NE,5,2022,1,0.063,0.018,23,1,364,188,176,1,0,1,11,7,1,1,0,0,1,1,1,1,0,2,20,35,0.38,0.59,0.58,0.41
NE,6,2022,1,0.093,0.079,38,15,407,309,98,2,3,0,14,3,0,2,2,0,2,2,1,1,0,4,34,29,0.55,0.4,0.74,0.26
NE,7,2022,-3,0.052,0.045,14,33,268,198,70,1,1,0,9,3,3,2,1,0,1,4,0,2,0,4,25,19,0.6,0.38,0.36,0.63
NE,8,2022,2,0.069,0.015,22,17,321,194,127,1,0,0,9,8,1,1,0,0,3,0,0,0,0,2,34,34,0.55,0.41,0.74,0.26
NE,9,2022,0,0.092,0.017,20,4,217,147,70,1,0,1,6,5,0,2,1,0,1,0,0,0,0,9,30,28,0.55,0.44,0.63,0.37
NE,11,2022,0,0.012,0.000,4,9,345,246,99,0,0,0,8,5,0,2,0,0,0,0,0,0,0,4,27,26,0.56,0.44,0.53,0.47
NO,1,2022,1,0.064,0.056,27,26,420,269,151,2,1,0,12,5,0,1,1,0,0,3,2,2,0,0,34,20,0.63,0.34,0.45,0.54
NO,2,2022,-4,0.033,0.018,11,14,336,236,100,1,0,0,9,6,3,4,2,0,0,1,1,0,0,1,37,20,0.7,0.3,0.54,0.43
NO,3,2022,-3,0.034,0.033,15,16,437,353,84,1,1,0,14,4,2,3,1,0,0,0,0,0,0,3,39,22,0.66,0.34,0.47,0.52
NO,4,2022,1,0.072,0.055,25,28,347,236,111,1,2,0,11,8,0,1,1,0,1,1,1,1,0,3,28,27,0.53,0.47,0.63,0.37
NO,5,2022,-1,0.088,0.068,39,32,444,209,235,2,3,0,9,14,1,2,1,0,0,1,1,1,0,3,24,49,0.35,0.59,0.58,0.42
NO,6,2022,-1,0.064,0.029,26,30,406,178,228,1,1,0,12,9,0,1,1,0,0,0,0,0,0,3,36,34,0.52,0.48,0.75,0.24
NO,7,2022,-3,0.073,0.059,36,30,494,409,85,4,0,0,17,7,3,0,0,0,0,2,0,1,0,2,46,22,0.69,0.3,0.52,0.47
NO,8,2022,1,0.065,0.048,24,,367,231,136,2,1,0,12,9,0,0,0,0,1,0,0,0,0,4,31,32,0.49,0.51,0.77,0.21
NO,9,2022,-1,0.048,0.023,13,27,271,223,48,1,0,0,10,2,1,0,0,0,0,1,0,0,0,3,29,15,0.69,0.31,0.38,0.62
NO,10,2022,-2,0.049,0.024,10,20,203,174,29,1,0,0,8,1,2,2,0,0,0,1,0,1,0,6,26,15,0.67,0.33,0.46,0.53
NYG,1,2022,-3,0.049,0.057,21,20,426,188,238,2,1,0,7,11,1,3,2,0,0,1,0,0,0,1,20,33,0.45,0.55,0.55,0.43
NYG,2,2022,2,0.068,0.015,19,16,279,176,103,1,0,0,8,8,0,0,0,0,0,3,2,3,0,2,34,33,0.53,0.44,0.57,0.43
NYG,3,2022,-1,0.044,0.016,16,23,363,196,167,0,1,0,8,10,1,0,0,0,0,0,0,0,0,0,36,25,0.63,0.37,0.51,0.46
NYG,4,2022,1,0.058,0.034,20,12,344,82,262,0,2,0,5,14,1,2,1,0,0,3,3,3,0,6,15,44,0.28,0.72,0.47,0.53
NYG,5,2022,0,0.079,0.052,27,20,342,217,125,0,3,0,12,8,0,1,0,1,0,2,0,1,0,2,27,31,0.47,0.47,0.67,0.33
NYG,6,2022,1,0.094,0.052,24,20,256,173,83,2,1,0,11,5,0,1,1,0,1,2,1,1,0,2,27,31,0.5,0.45,0.59,0.41
NYG,7,2022,1,0.053,0.029,23,17,438,202,236,1,1,0,11,13,0,0,0,0,0,1,1,1,0,0,30,39,0.44,0.56,0.67,0.33
NYG,8,2022,3,0.051,0.017,13,27,254,176,78,0,1,0,9,4,0,1,0,0,0,3,3,3,0,3,31,28,0.56,0.44,0.6,0.39
NYG,10,2022,2,0.062,0.047,24,16,388,197,191,2,1,0,8,10,0,0,0,0,1,2,1,1,0,4,17,47,0.3,0.69,0.68,0.32
NYG,11,2022,-3,0.042,0.044,18,31,430,341,89,1,2,0,17,7,2,1,1,0,0,1,0,1,0,0,42,26,0.64,0.36,0.41,0.54
NYJ,1,2022,-1,0.023,0.013,9,24,392,309,83,1,0,0,18,3,1,2,1,0,1,1,0,1,0,2,58,17,0.78,0.22,0.6,0.36
NYJ,2,2022,0,0.074,0.062,31,30,417,324,93,4,0,0,16,3,0,2,1,0,1,0,0,0,0,1,45,20,0.7,0.28,0.43,0.55
NYJ,3,2022,-3,0.033,0.000,12,27,361,285,76,0,0,0,13,4,2,4,2,0,0,1,1,0,0,2,50,20,0.74,0.26,0.58,0.39
NYJ,4,2022,2,0.068,0.047,24,20,352,254,98,2,1,0,12,5,2,2,0,0,4,1,0,0,0,3,35,29,0.57,0.43,0.48,0.52
NYJ,5,2022,2,0.110,0.093,38,17,345,210,135,0,5,0,9,8,0,0,0,0,1,1,1,1,1,2,21,33,0.41,0.54,0.58,0.42
NYJ,6,2022,1,0.073,0.039,21,16,289,110,179,0,2,0,4,9,0,0,0,0,0,2,1,1,0,4,18,33,0.38,0.57,0.71,0.29
NYJ,7,2022,1,0.058,0.020,16,9,276,121,155,0,1,0,5,4,0,0,0,0,1,1,0,0,0,1,26,24,0.55,0.43,0.63,0.37
NYJ,8,2022,-2,0.042,0.038,17,22,406,355,51,2,0,0,15,1,3,0,0,0,1,1,0,1,0,6,38,15,0.74,0.26,0.55,0.41
NYJ,9,2022,1,0.061,0.034,20,17,328,154,174,1,1,0,9,11,0,2,1,0,2,2,0,2,0,5,25,34,0.44,0.54,0.64,0.36
NYJ,11,2022,0,0.066,0.022,9,4,136,77,59,0,1,0,3,1,0,0,0,0,0,2,0,0,0,6,22,23,0.53,0.47,0.56,0.44
PHI,1,2022,1,0.070,0.056,32,36,459,243,216,0,4,1,12,13,0,0,0,0,1,1,0,0,0,1,32,39,0.46,0.53,0.58,0.41
PHI,2,2022,2,0.048,0.047,24,7,496,333,163,1,2,0,13,10,1,1,0,0,3,1,0,1,0,2,30,34,0.5,0.5,0.81,0.19
PHI,3,2022,1,0.058,0.046,24,6,412,340,72,3,0,0,16,3,0,0,0,1,0,3,1,2,0,9,35,30,0.56,0.41,0.71,0.29
PHI,4,2022,4,0.072,0.054,30,15,414,204,210,0,4,0,8,14,1,1,0,0,1,5,4,3,0,4,24,50,0.36,0.6,0.59,0.41
PHI,5,2022,1,0.053,0.029,20,17,378,239,139,0,2,0,12,12,0,0,0,0,1,1,0,0,0,1,36,33,0.54,0.45,0.59,0.38
PHI,6,2022,3,0.089,0.046,26,17,291,155,136,2,1,0,9,9,0,1,0,0,3,0,0,0,0,0,25,40,0.42,0.55,0.59,0.41
PHI,8,2022,2,0.084,0.100,35,13,419,308,111,4,1,0,13,6,0,0,0,0,1,2,1,2,0,6,30,20,0.62,0.36,0.66,0.34
PHI,9,2022,1,0.075,0.068,29,17,386,243,143,2,2,0,14,9,0,2,1,0,2,0,0,0,0,3,27,32,0.49,0.48,0.44,0.56
PHI,10,2022,-2,0.082,0.067,22,26,269,175,94,2,1,0,10,7,1,3,3,0,1,2,1,1,0,3,25,20,0.57,0.43,0.37,0.58
PHI,11,2022,-1,0.051,0.034,17,16,331,190,141,1,1,0,6,10,0,5,2,0,0,1,1,1,0,4,25,33,0.46,0.51,0.58,0.42
PIT,1,2022,5,0.063,0.017,17,21,269,194,75,1,0,1,8,4,0,1,0,0,4,2,1,2,0,7,38,22,0.62,0.34,0.64,0.36
PIT,2,2022,1,0.054,0.019,14,17,259,168,91,1,0,0,11,5,1,0,0,0,1,1,1,0,0,0,32,22,0.63,0.37,0.53,0.42
PIT,3,2022,-1,0.058,0.037,18,23,311,207,104,0,2,0,10,9,0,2,1,0,0,0,0,0,0,2,32,22,0.6,0.4,0.46,0.54
PIT,4,2022,-2,0.062,0.038,20,24,323,204,119,0,2,0,11,7,4,1,0,0,2,2,0,1,0,1,22,31,0.48,0.52,0.57,0.43
PIT,5,2022,0,0.008,0.000,3,38,381,327,54,0,0,0,19,2,1,1,1,0,1,1,1,1,0,0,51,17,0.76,0.24,0.67,0.28
PIT,6,2022,0,0.069,0.034,20,18,288,211,77,2,0,0,11,3,0,1,0,0,0,1,0,1,0,2,30,29,0.52,0.44,0.61,0.38
PIT,7,2022,-3,0.028,0.016,10,16,352,257,95,1,0,0,14,4,3,0,0,0,0,0,0,0,0,0,41,23,0.65,0.33,0.56,0.42
PIT,8,2022,-2,0.038,0.016,13,35,340,196,144,1,0,0,9,10,1,2,1,0,0,0,0,0,0,3,39,24,0.66,0.34,0.62,0.36
PIT,10,2022,2,0.048,0.027,20,10,416,199,217,0,2,0,9,13,0,1,0,0,2,2,0,1,0,2,30,43,0.46,0.53,0.67,0.33
PIT,11,2022,2,0.082,0.045,30,37,367,265,102,1,2,0,10,5,0,0,0,0,2,1,0,0,0,2,42,24,0.65,0.35,0.63,0.34
SEA,1,2022,1,0.063,0.043,17,16,271,195,76,2,0,0,9,3,0,3,1,0,0,2,2,2,0,2,28,19,0.61,0.33,0.69,0.31
SEA,2,2022,-1,0.004,0.000,1,33,233,197,36,0,0,0,10,3,2,0,0,0,0,3,1,1,0,1,29,14,0.7,0.3,0.36,0.64
SEA,3,2022,1,0.053,0.030,23,27,437,325,112,2,0,0,15,8,1,0,0,0,1,2,1,1,0,3,43,23,0.67,0.33,0.43,0.54
SEA,4,2022,3,0.076,0.079,42,46,555,320,235,2,3,1,14,12,0,0,0,0,1,2,2,2,0,1,30,33,0.48,0.49,0.62,0.38
SEA,5,2022,1,0.076,0.087,32,39,419,268,151,3,1,0,9,4,0,1,1,0,1,2,1,2,0,1,25,21,0.58,0.42,0.35,0.59
SEA,6,2022,1,0.060,0.016,20,3,333,197,136,0,1,0,10,7,0,2,1,0,1,3,1,3,0,6,31,30,0.55,0.45,0.61,0.39
SEA,7,2022,0,0.087,0.067,37,21,423,210,213,2,2,0,10,10,1,1,1,1,1,2,1,2,0,3,26,34,0.46,0.51,0.78,0.22
SEA,8,2022,-3,0.090,0.051,27,13,299,212,87,2,1,0,14,4,0,3,3,0,0,1,0,1,0,5,34,25,0.6,0.39,0.56,0.44
SEA,9,2022,0,0.074,0.060,32,15,433,275,158,2,2,0,14,10,1,0,0,0,0,4,1,1,0,5,33,34,0.51,0.46,0.66,0.34
SEA,10,2022,1,0.051,0.043,16,21,314,275,39,2,0,0,15,2,0,1,1,0,2,0,0,0,0,0,33,14,0.73,0.27,0.41,0.51
SF,1,2022,-1,0.029,0.016,10,19,340,164,176,0,1,0,5,11,1,2,1,0,1,0,0,0,0,2,27,37,0.45,0.55,0.34,0.61
SF,2,2022,1,0.088,0.058,33,1,373,184,189,1,3,0,8,11,0,3,1,0,2,0,0,0,0,2,24,45,0.36,0.64,0.7,0.3
SF,3,2022,-3,0.033,0.021,10,9,299,211,88,1,0,0,9,3,1,2,2,1,0,3,0,2,0,4,28,19,0.63,0.37,0.54,0.42
SF,4,2022,2,0.055,0.041,18,10,327,239,88,1,1,1,9,4,0,1,0,0,1,1,1,1,0,7,27,22,0.55,0.45,0.75,0.25
SF,5,2022,0,0.076,0.068,31,16,406,253,153,2,2,1,12,9,0,3,1,0,1,0,0,0,0,6,30,29,0.52,0.44,0.73,0.27
SF,6,2022,-3,0.043,0.036,15,22,346,296,50,2,0,0,15,4,2,1,1,0,0,0,0,0,0,2,39,16,0.72,0.28,0.29,0.71
SF,7,2022,-3,0.049,0.031,23,42,470,369,101,2,0,0,18,6,2,2,2,1,1,1,0,0,0,1,44,21,0.71,0.28,0.64,0.31
SF,8,2022,0,0.082,0.082,31,14,380,269,111,3,1,0,12,8,0,1,0,0,0,0,0,0,0,2,26,23,0.56,0.44,0.62,0.36
SF,10,2022,0,0.055,0.029,22,16,397,240,157,0,2,0,10,12,0,1,1,0,1,1,0,1,0,3,28,41,0.41,0.57,0.71,0.29
SF,11,2022,2,0.098,0.088,38,10,387,228,159,4,1,0,13,7,0,0,0,0,2,1,0,1,0,3,29,28,0.51,0.46,0.66,0.34
TB,1,2022,0,0.052,0.017,19,3,364,212,152,1,0,0,9,9,1,0,0,0,1,0,0,0,0,4,26,33,0.47,0.5,0.72,0.27
TB,2,2022,4,0.053,0.016,14,11,262,190,72,1,0,1,8,1,0,1,1,0,3,4,2,3,0,6,34,30,0.54,0.43,0.7,0.3
TB,3,2022,0,0.039,0.018,12,14,305,271,34,1,0,0,15,1,0,3,2,0,1,2,1,2,0,1,42,14,0.77,0.22,0.59,0.39
TB,4,2022,-1,0.080,0.069,31,41,388,385,3,3,1,0,23,2,0,2,2,0,1,0,0,0,0,3,52,6,0.9,0.1,0.52,0.48
TB,5,2022,0,0.050,0.027,21,15,420,351,69,1,1,0,17,7,0,0,0,0,0,1,0,1,0,5,52,23,0.7,0.26,0.5,0.5
TB,6,2022,0,0.057,0.015,18,20,318,243,75,1,0,0,11,7,0,1,0,0,0,1,0,0,0,2,40,26,0.61,0.38,0.52,0.44
TB,7,2022,0,0.009,0.000,3,21,336,290,46,0,0,0,14,3,0,1,0,0,0,0,0,0,0,1,49,16,0.76,0.24,0.46,0.54
TB,8,2022,1,0.060,0.033,22,27,369,325,44,1,1,0,13,4,0,0,0,0,0,1,1,0,0,3,44,16,0.73,0.25,0.54,0.42
TB,9,2022,0,0.048,0.013,16,13,331,280,51,1,0,0,15,1,0,1,0,0,0,2,0,0,0,4,58,20,0.73,0.25,0.56,0.42
TB,10,2022,-1,0.050,0.042,21,16,419,258,161,2,1,0,15,10,2,0,0,0,0,1,1,1,0,3,28,44,0.41,0.51,0.73,0.27
TEN,1,2022,3,0.056,0.034,20,21,359,266,93,2,0,0,13,2,0,1,0,0,1,3,2,2,0,5,33,26,0.55,0.43,0.45,0.55
TEN,2,2022,-2,0.039,0.020,8,35,203,123,80,0,1,0,6,5,2,1,1,0,0,2,1,0,0,1,22,27,0.49,0.51,0.63,0.34
TEN,3,2022,0,0.064,0.057,24,22,373,264,109,1,2,0,13,6,1,1,0,0,1,1,0,1,0,1,26,27,0.51,0.45,0.71,0.29
TEN,4,2022,3,0.091,0.061,24,17,264,137,127,2,1,0,9,6,0,0,0,0,1,3,2,3,0,3,21,28,0.46,0.48,0.63,0.37
TEN,5,2022,1,0.073,0.053,21,17,286,181,105,1,2,0,6,7,0,0,0,0,1,3,0,0,0,3,25,32,0.48,0.52,0.71,0.28
TEN,7,2022,2,0.048,0.000,13,11,270,132,138,0,0,1,6,8,0,1,1,0,2,1,1,1,0,3,20,35,0.39,0.58,0.73,0.27
TEN,8,2022,1,0.046,0.037,17,10,369,55,314,0,2,0,3,13,1,0,0,0,1,1,1,1,0,3,9,45,0.22,0.76,0.65,0.33
TEN,9,2022,1,0.067,0.044,17,20,252,80,172,0,2,0,3,6,0,0,0,0,1,0,0,0,0,4,16,29,0.4,0.58,0.78,0.22
TEN,10,2022,0,0.053,0.034,17,10,318,255,63,2,0,0,11,2,0,1,1,0,1,4,0,2,0,6,36,23,0.62,0.38,0.66,0.33
TEN,11,2022,-1,0.064,0.067,27,17,425,337,88,3,1,0,15,5,1,0,0,0,0,1,0,1,0,1,28,32,0.5,0.45,0.68,0.32
WAS,1,2022,-2,0.070,0.060,28,22,398,313,85,4,0,0,16,7,2,1,1,0,1,1,0,1,0,2,39,28,0.61,0.35,0.71,0.29
WAS,2,2022,-1,0.064,0.061,27,34,425,337,88,3,1,0,15,6,1,1,0,1,0,0,0,0,0,3,45,21,0.72,0.28,0.61,0.36
WAS,3,2022,-1,0.020,0.015,6,24,298,211,87,0,1,0,11,5,0,3,1,0,0,0,0,0,1,3,43,22,0.71,0.29,0.56,0.41
WAS,4,2022,-2,0.032,0.015,10,25,312,170,142,1,0,0,10,6,2,1,0,0,0,0,0,0,0,1,40,27,0.62,0.38,0.49,0.51
WAS,5,2022,-1,0.042,0.037,17,21,402,359,43,2,0,0,11,4,1,3,0,0,0,0,0,0,0,5,37,17,0.71,0.28,0.48,0.52
WAS,6,2022,0,0.053,0.020,12,7,227,99,128,0,1,0,5,7,0,2,1,0,1,1,0,1,0,5,22,28,0.48,0.52,0.46,0.54
WAS,7,2022,-2,0.065,0.029,24,15,367,201,166,2,0,0,11,8,1,1,1,0,0,1,0,0,0,0,32,38,0.47,0.53,0.72,0.26
WAS,8,2022,1,0.045,0.034,17,16,375,279,96,1,1,0,13,7,1,0,0,0,0,2,2,1,0,2,30,28,0.54,0.46,0.46,0.52
WAS,9,2022,0,0.059,0.035,17,20,286,149,137,2,0,0,9,6,1,0,0,0,1,0,0,0,0,2,27,30,0.51,0.48,0.66,0.34
WAS,10,2022,2,0.072,0.026,26,22,363,211,152,0,2,1,9,12,1,2,1,0,1,3,3,2,0,1,28,49,0.37,0.58,0.57,0.43
ARI,1,2023,1,0.044,0.000,10,21,228,132,96,0,0,1,9,4,0,2,2,0,1,2,2,2,0,6,30,25,0.57,0.43,0.57,0.43
ARI,2,2023,1,0.074,0.049,28,31,379,228,151,1,2,0,11,10,0,0,0,0,1,0,0,0,0,3,31,30,0.51,0.49,0.6,0.4
ARI,3,2023,1,0.068,0.058,28,16,411,189,222,1,2,0,8,8,0,0,0,0,1,0,0,0,0,2,21,31,0.44,0.53,0.56,0.44
ARI,4,2023,0,0.043,0.030,16,35,370,265,105,2,0,0,13,7,0,1,0,0,0,0,0,0,0,1,41,26,0.62,0.38,0.42,0.55
ARI,5,2023,-2,0.068,0.058,21,28,308,166,142,2,1,0,10,5,2,1,1,0,1,1,0,1,0,3,30,22,0.61,0.39,0.62,0.37
ARI,6,2023,-3,0.025,0.000,9,26,365,235,130,0,0,0,12,6,1,2,2,0,0,0,0,0,0,3,40,30,0.59,0.4,0.45,0.51
ARI,7,2023,1,0.036,0.017,10,20,277,150,127,0,1,0,7,6,0,3,1,0,1,1,1,0,0,2,34,25,0.6,0.4,0.45,0.52
ARI,8,2023,-2,0.071,0.044,24,31,337,208,129,2,1,0,12,7,2,1,0,0,0,1,0,1,0,4,35,33,0.55,0.44,0.52,0.47
ARI,9,2023,-3,0.000,0.000,,27,99,58,41,0,0,0,3,3,2,1,1,0,0,0,0,0,0,1,18,21,0.56,0.44,0.42,0.56
ARI,10,2023,-1,0.067,0.035,25,23,371,249,122,0,2,0,11,8,1,0,0,0,0,0,0,0,0,3,31,26,0.57,0.41,0.38,0.61
ATL,1,2023,3,0.098,0.068,24,10,245,115,130,1,2,0,6,7,0,1,0,0,2,2,1,1,0,2,18,26,0.46,0.52,0.56,0.44
ATL,2,2023,-1,0.056,0.026,25,24,448,237,211,1,1,0,10,15,1,0,0,0,0,0,0,0,0,1,31,45,0.42,0.56,0.55,0.43
ATL,3,2023,0,0.024,0.000,6,20,245,201,44,0,0,0,9,3,0,1,1,0,1,0,0,0,0,0,38,20,0.69,0.31,0.52,0.44
ATL,4,2023,-3,0.025,0.020,8,17,318,191,127,1,0,0,11,6,2,2,1,0,0,1,0,1,0,2,29,22,0.61,0.39,0.5,0.45
ATL,5,2023,-2,0.047,0.027,21,19,447,351,96,1,1,0,18,8,0,3,2,0,0,0,0,0,0,0,38,36,0.52,0.45,0.6,0.4
ATL,6,2023,-3,0.039,0.027,16,24,413,307,106,2,0,0,18,5,3,0,0,0,0,0,0,0,0,5,44,30,0.61,0.38,0.56,0.4
ATL,7,2023,-1,0.039,0.016,16,13,406,250,156,0,1,0,9,10,0,3,3,0,1,2,1,2,0,3,25,38,0.41,0.59,0.69,0.29
ATL,8,2023,0,0.060,0.033,23,28,386,246,140,1,1,0,12,4,0,1,1,0,0,1,1,0,0,2,34,26,0.61,0.38,0.46,0.49
ATL,9,2023,0,0.069,0.031,26,31,378,268,110,1,1,0,12,6,1,1,1,0,0,3,2,2,1,4,37,28,0.57,0.42,0.55,0.43
ATL,10,2023,1,0.083,0.048,23,25,278,94,184,1,2,0,5,11,0,0,0,0,1,0,0,0,0,2,21,41,0.38,0.61,0.57,0.41
BAL,1,2023,-1,0.090,0.056,25,9,279,169,110,0,3,0,8,7,1,2,1,0,0,1,1,1,0,5,21,33,0.44,0.56,0.67,0.32
BAL,2,2023,1,0.080,0.057,33,18,415,237,178,2,2,0,12,11,0,0,0,0,1,0,0,0,0,1,33,37,0.47,0.51,0.74,0.26
BAL,3,2023,-2,0.044,0.029,17,22,388,202,186,0,2,0,7,12,0,4,2,0,0,1,0,1,1,5,31,37,0.49,0.51,0.58,0.42
BAL,4,2023,2,0.088,0.077,28,3,317,186,131,2,2,0,8,7,0,2,1,0,3,1,0,0,0,4,19,33,0.4,0.6,0.62,0.37
BAL,5,2023,-4,0.028,0.016,10,15,361,236,125,0,1,0,11,7,1,4,3,1,0,0,0,0,0,3,37,25,0.63,0.37,0.55,0.38
