team,season,week,turnover_margin,eff_ratio,td_eff,off_points_scored,def_points_allowed,off_yards_total,off_passing_yards,off_rushing_yards,off_pass_touchdowns,off_rush_touchdowns,def_touchdowns,off_first_downs_pass,off_first_downs_rush,off_interceptions_thrown,off_fumbles_total,off_fumbles_lost,off_safeties_allowed,def_interceptions_made,def_fumbles_total,def_fumbles_lost,def_fumbles_forced,def_safeties_recorded,def_sacks,off_pass_attempts,off_rush_attempts,off_pass_percentage,off_rush_percentage,def_pass_percentage,def_rush_percentage
NYG,2022,2,2,0.068,0.015,19,16,279,176,103,1,0,0,8,8,0,0,0,0,0,3,2,3,0,2,34,33,0.53,0.44,0.57,0.43
NYG,2022,3,-1,0.044,0.016,16,23,363,196,167,0,1,0,8,10,1,0,0,0,0,0,0,0,0,0,36,25,0.63,0.37,0.51,0.46
NYG,2022,4,1,0.058,0.034,20,12,344,82,262,0,2,0,5,14,1,2,1,0,0,3,3,3,0,6,15,44,0.28,0.72,0.47,0.53
NYG,2022,5,0,0.079,0.052,27,20,342,217,125,0,3,0,12,8,0,1,0,1,0,2,0,1,0,2,27,31,0.47,0.47,0.67,0.33
NYG,2022,6,1,0.094,0.052,24,20,256,173,83,2,1,0,11,5,0,1,1,0,1,2,1,1,0,2,27,31,0.5,0.45,0.59,0.41
NYJ,2022,1,-1,0.023,0.013,9,24,392,309,83,1,0,0,18,3,1,2,1,0,1,1,0,1,0,2,58,17,0.78,0.22,0.6,0.36
NYJ,2022,2,0,0.074,0.062,31,30,417,324,93,4,0,0,16,3,0,2,1,0,1,0,0,0,0,1,45,20,0.7,0.28,0.43,0.55
NYJ,2022,3,-3,0.033,0,12,27,361,285,76,0,0,0,13,4,2,4,2,0,0,1,1,0,0,2,50,20,0.74,0.26,0.58,0.39
NYJ,2022,4,2,0.068,0.047,24,20,352,254,98,2,1,0,12,5,2,2,0,0,4,1,0,0,0,3,35,29,0.57,0.43,0.48,0.52
NYJ,2022,5,2,0.11,0.093,38,17,345,210,135,0,5,0,9,8,0,0,0,0,1,1,1,1,1,2,21,33,0.41,0.54,0.58,0.42
NYJ,2022,6,1,0.073,0.039,21,16,289,110,179,0,2,0,4,9,0,0,0,0,0,2,1,1,0,4,18,33,0.38,0.57,0.71,0.29
PHI,2022,1,1,0.07,0.056,32,36,459,243,216,0,4,1,12,13,0,0,0,0,1,1,0,0,0,1,32,39,0.46,0.53,0.58,0.41
PHI,2022,2,2,0.048,0.047,24,7,496,333,163,1,2,0,13,10,1,1,0,0,3,1,0,1,0,2,30,34,0.5,0.5,0.81,0.19
PHI,2022,3,1,0.058,0.046,24,6,412,340,72,3,0,0,16,3,0,0,0,1,0,3,1,2,0,9,35,30,0.56,0.41,0.71,0.29
PHI,2022,4,4,0.072,0.054,30,15,414,204,210,0,4,0,8,14,1,1,0,0,1,5,4,3,0,4,24,50,0.36,0.6,0.59,0.41
PHI,2022,5,1,0.053,0.029,20,17,378,239,139,0,2,0,12,12,0,0,0,0,1,1,0,0,0,1,36,33,0.54,0.45,0.59,0.38
PHI,2022,6,3,0.089,0.046,26,17,291,155,136,2,1,0,9,9,0,1,0,0,3,0,0,0,0,0,25,40,0.42,0.55,0.59,0.41
PIT,2022,1,5,0.063,0.017,17,21,269,194,75,1,0,1,8,4,0,1,0,0,4,2,1,2,0,7,38,22,0.62,0.34,0.64,0.36
PIT,2022,2,1,0.054,0.019,14,17,259,168,91,1,0,0,11,5,1,0,0,0,1,1,1,0,0,0,32,22,0.63,0.37,0.53,0.42
PIT,2022,3,-1,0.058,0.037,18,23,311,207,104,0,2,0,10,9,0,2,1,0,0,0,0,0,0,2,32,22,0.6,0.4,0.46,0.54
PIT,2022,4,-2,0.062,0.038,20,24,323,204,119,0,2,0,11,7,4,1,0,0,2,2,0,1,0,1,22,31,0.48,0.52,0.57,0.43
PIT,2022,5,0,0.008,0,3,38,381,327,54,0,0,0,19,2,1,1,1,0,1,1,1,1,0,0,51,17,0.76,0.24,0.67,0.28
PIT,2022,6,0,0.069,0.034,20,18,288,211,77,2,0,0,11,3,0,1,0,0,0,1,0,1,0,2,30,29,0.52,0.44,0.61,0.38
SEA,2022,1,1,0.063,0.043,17,16,271,195,76,2,0,0,9,3,0,3,1,0,0,2,2,2,0,2,28,19,0.61,0.33,0.69,0.31
SEA,2022,2,-1,0.004,0,1,33,233,197,36,0,0,0,10,3,2,0,0,0,0,3,1,1,0,1,29,14,0.7,0.3,0.36,0.64
SEA,2022,3,1,0.053,0.03,23,27,437,325,112,2,0,0,15,8,1,0,0,0,1,2,1,1,0,3,43,23,0.67,0.33,0.43,0.54
SEA,2022,4,3,0.076,0.079,42,46,555,320,235,2,3,1,14,12,0,0,0,0,1,2,2,2,0,1,30,33,0.48,0.49,0.62,0.38
SEA,2022,5,1,0.076,0.087,32,39,419,268,151,3,1,0,9,4,0,1,1,0,1,2,1,2,0,1,25,21,0.58,0.42,0.35,0.59
SEA,2022,6,1,0.06,0.016,20,3,333,197,136,0,1,0,10,7,0,2,1,0,1,3,1,3,0,6,31,30,0.55,0.45,0.61,0.39
SF,2022,1,-1,0.029,0.016,10,19,340,164,176,0,1,0,5,11,1,2,1,0,1,0,0,0,0,2,27,37,0.45,0.55,0.34,0.61
SF,2022,2,1,0.088,0.058,33,1,373,184,189,1,3,0,8,11,0,3,1,0,2,0,0,0,0,2,24,45,0.36,0.64,0.7,0.3
SF,2022,3,-3,0.033,0.021,10,9,299,211,88,1,0,0,9,3,1,2,2,1,0,3,0,2,0,4,28,19,0.63,0.37,0.54,0.42
SF,2022,4,2,0.055,0.041,18,10,327,239,88,1,1,1,9,4,0,1,0,0,1,1,1,1,0,7,27,22,0.55,0.45,0.75,0.25
SF,2022,5,0,0.076,0.068,31,16,406,253,153,2,2,1,12,9,0,3,1,0,1,0,0,0,0,6,30,29,0.52,0.44,0.73,0.27
SF,2022,6,-3,0.043,0.036,15,22,346,296,50,2,0,0,15,4,2,1,1,0,0,0,0,0,0,2,39,16,0.72,0.28,0.29,0.71
TB,2022,1,0,0.052,0.017,19,3,364,212,152,1,0,0,9,9,1,0,0,0,1,0,0,0,0,4,26,33,0.47,0.5,0.72,0.27
TB,2022,2,4,0.053,0.016,14,11,262,190,72,1,0,1,8,1,0,1,1,0,3,4,2,3,0,6,34,30,0.54,0.43,0.7,0.3
TB,2022,3,0,0.039,0.018,12,14,305,271,34,1,0,0,15,1,0,3,2,0,1,2,1,2,0,1,42,14,0.77,0.22,0.59,0.39
TB,2022,4,-1,0.08,0.069,31,41,388,385,3,3,1,0,23,2,0,2,2,0,1,0,0,0,0,3,52,6,0.9,0.1,0.52,0.48
TB,2022,5,0,0.05,0.027,21,15,420,351,69,1,1,0,17,7,0,0,0,0,0,1,0,1,0,5,52,23,0.7,0.26,0.5,0.5
TB,2022,6,0,0.057,0.015,18,20,318,243,75,1,0,0,11,7,0,1,0,0,0,1,0,0,0,2,40,26,0.61,0.38,0.52,0.44
TEN,2022,1,3,0.056,0.034,20,21,359,266,93,2,0,0,13,2,0,1,0,0,1,3,2,2,0,5,33,26,0.55,0.43,0.45,0.55
TEN,2022,2,-2,0.039,0.02,8,35,203,123,80,0,1,0,6,5,2,1,1,0,0,2,1,0,0,1,22,27,0.49,0.51,0.63,0.34
TEN,2022,3,0,0.064,0.057,24,22,373,264,109,1,2,0,13,6,1,1,0,0,1,1,0,1,0,1,26,27,0.51,0.45,0.71,0.29
TEN,2022,4,3,0.091,0.061,24,17,264,137,127,2,1,0,9,6,0,0,0,0,1,3,2,3,0,3,21,28,0.46,0.48,0.63,0.37
TEN,2022,5,1,0.073,0.053,21,17,286,181,105,1,2,0,6,7,0,0,0,0,1,3,0,0,0,3,25,32,0.48,0.52,0.71,0.28
TEN,2022,7,2,0.048,0,13,11,270,132,138,0,0,1,6,8,0,1,1,0,2,1,1,1,0,3,20,35,0.39,0.58,0.73,0.27
WAS,2022,1,-2,0.07,0.06,28,22,398,313,85,4,0,0,16,7,2,1,1,0,1,1,0,1,0,2,39,28,0.61,0.35,0.71,0.29
WAS,2022,2,-1,0.064,0.061,27,34,425,337,88,3,1,0,15,6,1,1,0,1,0,0,0,0,0,3,45,21,0.72,0.28,0.61,0.36
WAS,2022,3,-1,0.02,0.015,6,24,298,211,87,0,1,0,11,5,0,3,1,0,0,0,0,0,1,3,43,22,0.71,0.29,0.56,0.41
WAS,2022,4,-2,0.032,0.015,10,25,312,170,142,1,0,0,10,6,2,1,0,0,0,0,0,0,0,1,40,27,0.62,0.38,0.49,0.51
WAS,2022,5,-1,0.042,0.037,17,21,402,359,43,2,0,0,11,4,1,3,0,0,0,0,0,0,0,5,37,17,0.71,0.28,0.48,0.52
WAS,2022,6,0,0.053,0.02,12,7,227,99,128,0,1,0,5,7,0,2,1,0,1,1,0,1,0,5,22,28,0.48,0.52,0.46,0.54
ARI,2023,1,1,0.044,0,10,21,228,132,96,0,0,1,9,4,0,2,2,0,1,2,2,2,0,6,30,25,0.57,0.43,0.57,0.43
ARI,2023,2,1,0.074,0.049,28,31,379,228,151,1,2,0,11,10,0,0,0,0,1,0,0,0,0,3,31,30,0.51,0.49,0.6,0.4
ARI,2023,3,1,0.068,0.058,28,16,411,189,222,1,2,0,8,8,0,0,0,0,1,0,0,0,0,2,21,31,0.44,0.53,0.56,0.44
ARI,2023,4,0,0.043,0.03,16,35,370,265,105,2,0,0,13,7,0,1,0,0,0,0,0,0,0,1,41,26,0.62,0.38,0.42,0.55
ARI,2023,5,-2,0.068,0.058,21,28,308,166,142,2,1,0,10,5,2,1,1,0,1,1,0,1,0,3,30,22,0.61,0.39,0.62,0.37
ARI,2023,6,-3,0.025,0,9,26,365,235,130,0,0,0,12,6,1,2,2,0,0,0,0,0,0,3,40,30,0.59,0.4,0.45,0.51
ATL,2023,1,3,0.098,0.068,24,10,245,115,130,1,2,0,6,7,0,1,0,0,2,2,1,1,0,2,18,26,0.46,0.52,0.56,0.44
ATL,2023,2,-1,0.056,0.026,25,24,448,237,211,1,1,0,10,15,1,0,0,0,0,0,0,0,0,1,31,45,0.42,0.56,0.55,0.43
ATL,2023,3,0,0.024,0,6,20,245,201,44,0,0,0,9,3,0,1,1,0,1,0,0,0,0,0,38,20,0.69,0.31,0.52,0.44
ATL,2023,4,-3,0.025,0.02,8,17,318,191,127,1,0,0,11,6,2,2,1,0,0,1,0,1,0,2,29,22,0.61,0.39,0.5,0.45
ATL,2023,5,-2,0.047,0.027,21,19,447,351,96,1,1,0,18,8,0,3,2,0,0,0,0,0,0,0,38,36,0.52,0.45,0.6,0.4
ATL,2023,6,-3,0.039,0.027,16,24,413,307,106,2,0,0,18,5,3,0,0,0,0,0,0,0,0,5,44,30,0.61,0.38,0.56,0.4
BAL,2023,1,-1,0.09,0.056,25,9,279,169,110,0,3,0,8,7,1,2,1,0,0,1,1,1,0,5,21,33,0.44,0.56,0.67,0.32
BAL,2023,2,1,0.08,0.057,33,18,415,237,178,2,2,0,12,11,0,0,0,0,1,0,0,0,0,1,33,37,0.47,0.51,0.74,0.26
BAL,2023,3,-2,0.044,0.029,17,22,388,202,186,0,2,0,7,12,0,4,2,0,0,1,0,1,1,5,31,37,0.49,0.51,0.58,0.42
BAL,2023,4,2,0.088,0.077,28,3,317,186,131,2,2,0,8,7,0,2,1,0,3,1,0,0,0,4,19,33,0.4,0.6,0.62,0.37
BAL,2023,5,-4,0.028,0.016,10,15,361,236,125,0,1,0,11,7,1,4,3,1,0,0,0,0,0,3,37,25,0.63,0.37,0.55,0.38
BAL,2023,6,-1,0.066,0.015,24,16,362,223,139,1,0,0,9,9,1,1,1,0,1,0,0,0,0,6,29,39,0.44,0.54,0.59,0.41
BUF,2023,1,-3,0.066,0.033,22,16,333,236,97,1,1,0,11,8,3,1,1,0,1,1,0,1,0,3,38,22,0.66,0.32,0.47,0.49
BUF,2023,2,3,0.083,0.069,38,10,457,274,183,3,2,0,17,10,0,0,0,0,2,1,1,1,0,0,37,35,0.53,0.45,0.62,0.38
BUF,2023,3,4,0.08,0.047,31,4,386,218,168,1,2,1,10,10,1,0,0,0,4,1,1,1,0,9,31,33,0.49,0.48,0.75,0.25
BUF,2023,4,2,0.113,0.111,48,20,424,320,104,4,2,0,14,8,0,0,0,0,1,4,1,2,0,4,25,29,0.48,0.45,0.68,0.32
BUF,2023,5,0,0.052,0.057,20,25,388,359,29,2,1,0,13,3,1,1,1,0,0,4,2,3,0,5,39,14,0.75,0.24,0.51,0.48
BUF,2023,6,-2,0.047,0.034,14,9,297,169,128,2,0,0,12,7,1,1,1,0,0,1,0,0,0,3,29,29,0.51,0.49,0.51,0.47
CAR,2023,1,-3,0.033,0.015,10,24,300,146,154,1,0,0,9,9,2,2,1,0,0,1,0,1,0,4,36,32,0.56,0.44,0.46,0.52
CAR,2023,2,0,0.067,0.019,17,20,253,153,100,1,0,0,8,4,0,1,1,0,1,0,0,0,0,4,33,19,0.67,0.33,0.55,0.41
CAR,2023,3,1,0.067,0.042,27,37,405,361,44,2,1,0,17,3,0,0,0,0,1,0,0,0,0,2,58,14,0.81,0.19,0.54,0.4
CAR,2023,4,1,0.028,0,8,16,287,204,83,0,0,1,11,7,0,2,1,0,2,1,0,0,0,2,32,31,0.54,0.46,0.48,0.52
CAR,2023,5,-3,0.069,0.048,24,42,346,247,99,3,0,0,15,7,2,2,1,0,0,0,0,0,0,2,39,23,0.65,0.35,0.5,0.45
CAR,2023,6,1,0.045,0.031,15,43,332,224,108,1,1,1,13,6,0,1,0,0,1,1,0,0,0,0,39,25,0.63,0.37,0.49,0.46
CHI,2023,1,-2,0.062,0.03,21,32,338,216,122,1,1,0,12,8,1,1,1,0,0,2,0,0,0,1,36,30,0.58,0.42,0.47,0.53
CHI,2023,2,-2,0.065,0.047,18,21,278,211,67,1,1,0,9,5,2,3,0,0,0,1,0,1,0,0,27,16,0.69,0.31,0.5,0.47
CHI,2023,3,0,0.047,0.021,10,41,215,99,116,1,0,0,5,6,1,1,1,0,2,0,0,0,0,0,21,26,0.49,0.51,0.51,0.47
CHI,2023,4,-2,0.057,0.062,29,25,506,335,171,4,0,0,17,7,1,1,1,0,0,0,0,0,0,1,34,31,0.56,0.44,0.6,0.38
CHI,2023,5,2,0.087,0.066,40,20,460,282,178,4,0,0,9,9,0,1,0,0,1,1,1,1,0,5,29,32,0.5,0.5,0.84,0.16
CHI,2023,6,-2,0.046,0.017,14,13,303,141,162,0,1,0,8,9,2,3,1,0,0,2,1,2,0,2,22,36,0.45,0.54,0.6,0.38
CIN,2023,1,2,0.019,0,3,24,157,82,75,0,0,0,3,2,0,0,0,0,1,1,1,1,0,3,32,20,0.63,0.33,0.44,0.56
CIN,2023,2,-1,0.063,0.036,18,33,288,222,66,2,0,0,13,4,1,0,0,0,0,0,0,0,0,0,40,15,0.74,0.26,0.47,0.51
CIN,2023,3,1,0.058,0.014,19,16,326,259,67,0,1,0,12,5,1,0,0,0,2,0,0,0,0,6,48,23,0.68,0.27,0.75,0.25
CIN,2023,4,0,0.013,0,3,27,237,165,72,0,0,0,8,5,0,1,1,0,1,4,0,2,0,3,30,18,0.65,0.33,0.47,0.52
CIN,2023,5,2,0.068,0.04,28,21,410,317,93,3,0,1,19,7,1,1,0,0,2,1,1,1,0,3,45,30,0.62,0.37,0.61,0.39
CIN,2023,6,1,0.074,0.041,17,13,231,185,46,2,0,0,10,3,1,0,0,0,2,0,0,0,0,4,34,15,0.72,0.26,0.64,0.36
CLE,2023,1,-2,0.067,0.029,24,3,360,154,206,1,1,0,9,12,1,1,1,0,0,0,0,0,0,2,28,41,0.44,0.56,0.63,0.33
CLE,2023,2,-2,0.055,0.026,24,14,433,235,198,1,1,0,12,7,1,3,3,0,1,1,1,1,0,2,39,37,0.55,0.45,0.59,0.35
CLE,2023,3,-1,0.074,0.047,27,3,367,289,78,2,1,0,12,7,0,2,1,0,0,2,0,1,0,5,33,31,0.54,0.46,0.67,0.33
CLE,2023,4,-2,0.014,0,3,28,214,121,93,0,0,0,6,5,3,1,0,0,0,2,1,0,0,3,33,25,0.62,0.37,0.4,0.6
CLE,2023,6,-1,0.054,0.015,19,17,352,192,160,0,1,0,6,10,2,1,0,0,1,1,0,0,0,3,32,34,0.51,0.47,0.53,0.44
CLE,2023,7,2,0.099,0.043,33,39,333,183,150,0,3,1,9,6,2,2,0,0,1,3,3,3,0,4,35,34,0.52,0.45,0.4,0.6
DAL,2023,1,3,0.106,0.055,28,7,265,143,122,0,3,1,8,7,0,1,0,0,2,5,1,3,0,7,25,30,0.45,0.55,0.57,0.43
DAL,2023,2,4,0.077,0.024,30,10,389,255,134,2,0,0,16,8,0,1,0,0,3,1,1,1,0,3,38,45,0.46,0.49,0.63,0.35
DAL,2023,3,-1,0.037,0.014,16,28,434,249,185,1,0,0,11,12,1,0,0,0,0,0,0,0,0,2,39,33,0.56,0.44,0.44,0.53
DAL,2023,4,3,0.064,0.03,26,5,405,281,124,1,1,2,15,6,0,2,0,0,2,1,1,1,0,2,36,30,0.57,0.37,0.58,0.42
DAL,2023,5,-3,0.046,0.024,10,42,218,161,57,1,0,0,5,3,3,1,1,0,0,1,1,1,0,1,23,19,0.61,0.37,0.39,0.6
DAL,2023,6,2,0.054,0.036,20,17,368,272,96,1,1,0,12,5,0,0,0,0,1,1,1,0,0,1,30,26,0.57,0.39,0.62,0.38
DEN,2023,1,1,0.059,0.036,16,17,271,177,94,2,0,0,11,5,0,0,0,0,1,1,0,0,0,0,34,22,0.6,0.38,0.47,0.45
DEN,2023,2,-2,0.077,0.074,33,35,430,308,122,3,1,0,8,10,1,2,1,0,0,1,0,1,0,4,31,23,0.62,0.37,0.64,0.36
DEN,2023,3,-3,0.053,0.035,20,70,375,306,69,1,1,0,13,2,1,3,2,0,0,0,0,0,0,0,37,20,0.66,0.34,0.39,0.59
DEN,2023,4,2,0.078,0.064,25,29,320,223,97,3,0,1,9,6,0,0,0,0,1,1,1,1,0,4,28,19,0.6,0.38,0.56,0.44
DEN,2023,5,-1,0.066,0.037,22,23,335,196,139,2,0,0,10,5,0,5,3,1,1,3,1,2,0,4,31,23,0.59,0.4,0.48,0.52
DEN,2023,6,-2,0.038,0.023,8,19,210,95,115,1,0,0,4,8,2,3,1,0,1,0,0,0,0,2,20,24,0.52,0.48,0.61,0.34
DET,2023,1,0,0.04,0.029,15,21,371,253,118,1,1,1,11,8,0,2,1,0,1,0,0,0,0,0,35,34,0.5,0.44,0.63,0.37
DET,2023,2,-3,0.075,0.066,32,31,425,323,102,3,1,0,17,5,1,2,2,0,0,0,0,0,0,1,34,27,0.58,0.42,0.61,0.37
DET,2023,3,0,0.056,0.032,20,6,358,243,115,1,1,0,11,5,1,0,0,0,0,1,1,1,0,7,32,31,0.52,0.44,0.69,0.31
DET,2023,4,1,0.081,0.057,34,20,421,210,211,1,3,0,11,13,1,1,0,0,2,1,0,1,0,5,27,43,0.41,0.58,0.76,0.24
DET,2023,5,3,0.106,0.103,42,24,395,236,159,3,3,0,11,11,0,0,0,0,2,2,1,2,0,1,28,30,0.5,0.45,0.65,0.35
DET,2023,6,1,0.051,0.03,20,6,393,353,40,2,0,0,16,2,0,1,0,0,1,0,0,0,0,1,44,22,0.68,0.3,0.7,0.3
GB,2023,1,2,0.095,0.068,32,21,337,245,92,3,1,1,10,5,0,2,0,0,1,1,1,1,0,4,27,32,0.47,0.53,0.58,0.42
GB,2023,2,1,0.102,0.065,24,25,235,151,84,3,0,0,10,4,0,0,0,0,1,0,0,0,0,1,25,21,0.55,0.43,0.42,0.56
GB,2023,3,-1,0.068,0.043,24,11,354,259,95,1,2,0,13,5,1,1,0,0,0,0,0,0,0,4,43,26,0.64,0.31,0.63,0.37
GB,2023,4,-1,0.073,0.043,20,34,273,246,27,1,1,0,9,2,2,1,0,0,1,1,0,0,0,2,34,13,0.76,0.24,0.41,0.58
GB,2023,5,-2,0.045,0.019,13,17,292,182,110,0,1,0,7,9,3,0,0,0,1,0,0,0,0,4,27,25,0.56,0.44,0.53,0.42
GB,2023,7,-1,0.051,0.033,17,19,331,194,137,2,0,0,13,5,1,0,0,0,0,0,0,0,0,1,31,29,0.52,0.48,0.55,0.45
HOU,2023,1,1,0.029,0,9,25,314,242,72,0,0,0,13,1,0,1,1,0,1,2,1,1,0,4,44,23,0.67,0.32,0.44,0.56
HOU,2023,2,-1,0.046,0.027,20,31,436,384,52,2,0,0,18,3,0,3,1,0,0,1,0,1,0,0,47,26,0.65,0.32,0.59,0.41
HOU,2023,3,2,0.101,0.071,37,17,366,280,86,2,2,0,11,4,0,0,0,0,1,1,1,1,0,0,30,26,0.54,0.46,0.61,0.39
HOU,2023,4,1,0.067,0.043,30,6,451,312,139,3,0,0,14,9,0,1,0,0,1,3,0,2,0,3,31,38,0.42,0.55,0.55,0.45
HOU,2023,5,2,0.061,0.017,19,21,313,249,64,1,0,0,13,3,0,0,0,0,0,3,2,2,0,0,35,23,0.6,0.4,0.52,0.45
HOU,2023,6,-1,0.063,0.035,20,13,319,199,120,2,0,0,9,7,1,1,1,0,1,0,0,0,0,2,26,31,0.48,0.5,0.68,0.32
IND,2023,1,-1,0.052,0.031,15,32,288,223,65,1,1,1,12,4,1,2,2,0,1,2,1,2,0,2,38,26,0.62,0.38,0.49,0.49
IND,2023,2,1,0.088,0.071,31,20,353,227,126,1,3,0,13,6,0,1,0,0,0,3,1,1,0,6,33,23,0.59,0.41,0.65,0.32
IND,2023,3,2,0.06,0.013,22,17,366,227,139,1,0,0,9,10,0,1,0,1,0,4,2,3,0,4,44,35,0.58,0.42,0.49,0.51
IND,2023,4,0,0.069,0.054,23,29,333,200,133,2,1,0,10,6,0,2,1,0,1,1,0,1,0,2,25,31,0.48,0.5,0.54,0.46
IND,2023,5,1,0.052,0.033,23,16,446,253,193,0,2,0,12,7,0,1,0,0,1,0,0,0,0,1,26,34,0.44,0.54,0.6,0.36
IND,2023,6,-3,0.054,0.029,20,37,373,329,44,1,1,0,14,4,3,1,1,0,1,0,0,0,0,3,52,17,0.77,0.23,0.53,0.4
JAX,2023,1,1,0.092,0.061,32,15,346,241,105,2,2,0,10,9,1,2,1,0,1,2,2,2,0,4,31,35,0.49,0.49,0.62,0.38
JAX,2023,2,0,0.031,0,9,17,289,215,74,0,0,0,14,1,0,4,2,0,1,3,1,2,0,1,42,18,0.72,0.28,0.66,0.3
JAX,2023,3,-2,0.042,0.029,17,37,404,288,116,1,1,0,13,8,1,1,1,0,0,0,0,0,0,0,41,27,0.61,0.39,0.54,0.46
JAX,2023,4,3,0.054,0.016,17,8,312,207,105,1,0,1,11,4,0,1,0,0,2,2,1,2,0,4,30,32,0.5,0.45,0.61,0.39
JAX,2023,5,0,0.049,0.038,25,20,511,315,196,1,2,0,16,9,0,4,2,0,1,1,1,1,0,0,37,41,0.51,0.48,0.75,0.24
JAX,2023,6,3,0.139,0.069,37,20,266,181,85,2,2,0,6,7,1,0,0,0,3,1,1,1,0,3,29,29,0.53,0.4,0.77,0.23
KC,2023,1,0,0.066,0.033,21,15,316,226,90,2,0,0,10,6,1,0,0,0,0,2,1,1,0,1,38,23,0.63,0.37,0.5,0.44
KC,2023,2,0,0.042,0.032,17,9,405,305,100,2,0,0,12,7,1,3,1,0,0,4,2,1,0,4,40,22,0.66,0.3,0.72,0.28
KC,2023,3,0,0.09,0.068,41,10,456,303,153,3,2,0,16,12,2,0,0,0,1,1,1,1,0,3,36,37,0.51,0.47,0.49,0.51
KC,2023,4,-1,0.057,0.032,23,18,407,203,204,1,1,0,9,11,2,1,0,1,0,2,1,1,0,2,28,35,0.47,0.5,0.71,0.29
KC,2023,5,1,0.078,0.048,27,20,348,281,67,2,1,0,15,5,0,0,0,0,0,2,1,1,0,3,41,21,0.66,0.33,0.72,0.26
KC,2023,6,2,0.047,0.015,19,8,402,306,96,1,0,0,14,6,1,0,0,0,2,3,1,2,0,4,40,27,0.61,0.34,0.52,0.48
LA,2023,1,0,0.07,0.038,30,13,426,334,92,0,3,0,17,8,0,0,0,0,0,0,0,0,0,2,38,40,0.49,0.51,0.61,0.39
LA,2023,2,-2,0.058,0.027,23,30,396,307,89,1,1,0,17,9,2,0,0,0,0,2,0,1,0,1,53,22,0.71,0.28,0.48,0.52
LA,2023,3,-1,0.047,0.023,16,19,340,269,71,1,0,0,12,2,2,0,0,0,1,0,0,0,0,2,31,13,0.75,0.25,0.68,0.27
LA,2023,4,0,0.06,0.04,29,23,483,319,164,1,2,0,16,8,1,1,0,0,0,2,1,1,0,2,39,36,0.54,0.46,0.48,0.5
LA,2023,5,1,0.051,0.039,14,23,276,222,54,2,0,0,13,2,0,1,0,0,1,0,0,0,0,1,37,14,0.75,0.25,0.5,0.5
LA,2023,6,3,0.064,0.038,26,9,405,226,179,1,1,0,7,9,0,0,0,0,1,2,2,2,0,2,24,28,0.45,0.51,0.59,0.4
LAC,2023,1,2,0.074,0.055,34,36,462,229,233,1,3,0,10,17,0,0,0,0,1,2,1,0,0,0,33,40,0.47,0.53,0.69,0.28
LAC,2023,2,0,0.066,0.032,24,27,366,305,61,2,0,0,14,4,0,0,0,0,0,0,0,0,0,5,41,21,0.68,0.32,0.46,0.54
LAC,2023,3,1,0.058,0.063,28,24,484,454,30,4,0,0,22,2,0,4,1,0,1,1,1,1,0,4,48,15,0.77,0.22,0.69,0.31
LAC,2023,4,2,0.075,0.05,24,17,322,167,155,1,2,0,6,7,1,0,0,0,1,4,2,2,0,7,23,37,0.41,0.52,0.67,0.33
LAC,2023,6,-2,0.061,0.034,17,20,280,227,53,2,0,0,12,2,1,1,1,0,0,0,0,0,0,5,36,23,0.62,0.38,0.57,0.39
LAC,2023,7,0,0.043,0.037,17,31,398,259,139,1,1,0,11,4,2,0,0,0,1,1,1,1,0,1,28,26,0.57,0.41,0.67,0.3
LV,2023,1,-1,0.065,0.037,17,16,261,200,61,2,0,0,11,5,1,1,0,0,0,0,0,0,0,2,25,29,0.47,0.45,0.6,0.38
LV,2023,2,-3,0.042,0.027,10,38,240,185,55,1,0,0,10,2,2,1,1,0,0,0,0,0,0,2,22,15,0.62,0.38,0.53,0.45
LV,2023,3,-3,0.046,0.033,18,23,393,324,69,2,0,0,12,4,3,0,0,0,0,1,0,0,0,1,41,19,0.72,0.28,0.48,0.5
LV,2023,4,-2,0.054,0.033,17,24,314,238,76,0,2,0,12,7,1,4,2,0,1,0,0,0,0,2,38,23,0.67,0.33,0.41,0.52
LV,2023,5,2,0.056,0.034,17,13,304,208,96,1,1,0,13,6,1,0,0,0,3,0,0,0,0,2,30,29,0.53,0.42,0.56,0.44
LV,2023,6,0,0.055,0.016,19,17,348,264,84,1,0,0,12,4,1,0,0,0,1,0,0,0,1,4,31,33,0.49,0.46,0.66,0.32
MIA,2023,1,-2,0.067,0.063,36,34,536,466,70,3,1,0,23,5,1,2,1,0,0,0,0,0,0,3,44,20,0.69,0.28,0.47,0.53
MIA,2023,2,1,0.061,0.051,24,17,394,249,145,1,2,0,15,6,1,2,0,0,1,1,1,1,0,4,29,30,0.51,0.48,0.65,0.34
MIA,2023,3,3,0.096,0.141,70,20,726,376,350,5,5,0,16,12,0,0,0,0,1,3,2,3,0,1,28,43,0.39,0.59,0.66,0.34
MIA,2023,4,-2,0.047,0.057,20,48,424,282,142,1,2,0,12,8,1,4,1,0,0,0,0,0,0,2,34,19,0.68,0.32,0.48,0.45
MIA,2023,5,-3,0.06,0.078,32,10,530,308,222,2,2,0,14,8,2,2,1,0,0,1,0,1,0,7,28,23,0.56,0.41,0.57,0.43
MIA,2023,6,-1,0.101,0.094,43,15,424,262,162,3,3,0,14,8,1,1,0,0,0,1,0,1,0,4,31,33,0.49,0.46,0.63,0.37
